Orthogroup	protein_mansoni	sequence_Homo sapiens
OG0001393	6183.Smp_112520.1, 6183.Smp_178360.1	
OG0001394	6183.Smp_113610.1, 6183.Smp_154920.1	
OG0001395	6183.Smp_113760.1, 6183.Smp_205800.1	
OG0001396	6183.Smp_114240.1, 6183.Smp_186180.1	
OG0001397	6183.Smp_114340.1, 6183.Smp_212020.1	
OG0001398	6183.Smp_117390.1, 6183.Smp_205620.1	
OG0001399	6183.Smp_118100.1	1p31.3 receptor tyrosine kinase-like orphan receptor 1 [Homo sapiens]
OG0001400	6183.Smp_118200.1, 6183.Smp_172910.1	
OG0001401	6183.Smp_119310.1	17q23.3 proteasome 26S subunit_ ATPase 5 [Homo sapiens]
OG0001402	6183.Smp_119980.1	3q26.2 SEC62 homolog_ preprotein translocation factor [Homo sapiens]
OG0001403	6183.Smp_120320.1	22q12.2 splicing factor 3a subunit 1 [Homo sapiens]
OG0001404	6183.Smp_120420.1, 6183.Smp_212730.1	
OG0001405	6183.Smp_120980.1	7q31 inhibitor of growth family member 3 [Homo sapiens]
OG0001406	6183.Smp_121420.1	17q21.31 N-myristoyltransferase 1 [Homo sapiens]
OG0001407	6183.Smp_121920.1	10q25 solute carrier family 18 _vesicular monoamine transporter__ member 2 [Homo sapiens]
OG0001408	6183.Smp_122060.1, 6183.Smp_127190.1	
OG0001409	6183.Smp_122370.2	7q11.23 bromodomain adjacent to zinc finger domain 1B [Homo sapiens]
OG0001410	6183.Smp_122550.1, 6183.Smp_169280.1	
OG0001411	6183.Smp_122760.3, 6183.Smp_181720.1	
OG0001412	6183.Smp_122840.1	14q32.32 eukaryotic translation initiation factor 5 [Homo sapiens]
OG0001413	6183.Smp_122890.1	14q32.31 WD repeat domain 20 [Homo sapiens]
OG0001414	6183.Smp_122910.1	1p36 mechanistic target of rapamycin _serine/threonine kinase_ [Homo sapiens]
OG0001415	6183.Smp_123000.2	1p36.33 SKI proto-oncogene [Homo sapiens]
OG0001416	6183.Smp_123165.1	5q33.1 dynactin subunit 4 [Homo sapiens]
OG0001417	6183.Smp_123390.1	11q13.1 D4_ zinc and double PHD fingers family 2 [Homo sapiens]
OG0001418	6183.Smp_123500.1	12q24.31 DEAH _Asp-Glu-Ala-His_ box polypeptide 37 [Homo sapiens]
OG0001419	6183.Smp_123630.1, 6183.Smp_199130.1	
OG0001420	6183.Smp_123650.1	1q25.2-q25.3 prostaglandin-endoperoxide synthase 2 _prostaglandin G/H synthase and cyclooxygenase_ [Homo sapiens]
OG0001421	6183.Smp_123710.1	17q12 acetyl-CoA carboxylase alpha [Homo sapiens]
OG0001422	6183.Smp_123810.1	19q13.32 interferon regulatory factor 2 binding protein 1 [Homo sapiens]
OG0001423	6183.Smp_124020.1	2q21 heparan sulfate 6-O-sulfotransferase 1 [Homo sapiens]
OG0001424	6183.Smp_124100.1	19q13.3 CLK4-associating serine/arginine rich protein [Homo sapiens]
OG0001425	6183.Smp_124220.1	9q34 nucleoporin 214kDa [Homo sapiens]
OG0001426	6183.Smp_124300.1	1q42.1 lamin B receptor [Homo sapiens]
OG0001427	6183.Smp_124340.1, 6183.Smp_162060.1	
OG0001428	6183.Smp_124430.1	11p15.2 coatomer protein complex subunit beta 1 [Homo sapiens]
OG0001429	6183.Smp_124460.1	4q31 ATP binding cassette subfamily E member 1 [Homo sapiens]
OG0001430	6183.Smp_124600.1, 6183.Smp_170130.1	
OG0001431	6183.Smp_124640.1	15q13 aquarius intron-binding spliceosomal factor [Homo sapiens]
OG0001432	6183.Smp_124730.1, 6183.Smp_158130.1	
OG0001433	6183.Smp_124780.1	1q42.3 AT-rich interaction domain 4B [Homo sapiens]
OG0001434	6183.Smp_124820.1	2p15 exportin 1 [Homo sapiens]
OG0001435	6183.Smp_124890.1, 6183.Smp_173360.1	
OG0001436	6183.Smp_124930.1, 6183.Smp_153440.1	
OG0001437	6183.Smp_125360.1	15q24.1 c-src tyrosine kinase [Homo sapiens]
OG0001438	6183.Smp_125370.1	12q13.13 mitogen-activated protein kinase kinase kinase 12 [Homo sapiens]
OG0001439	6183.Smp_125420.1	2q21.1-q21.3 calcitonin receptor like receptor [Homo sapiens]
OG0001440	6183.Smp_125640.1, 6183.Smp_148320.1	
OG0001441	6183.Smp_125660.1, 6183.Smp_169540.1	
OG0001442	6183.Smp_125680.1	6q22 REV3 like_ DNA directed polymerase zeta catalytic subunit [Homo sapiens]
OG0001443	6183.Smp_125690.1	12q13.3 ankyrin repeat domain 52 [Homo sapiens]
OG0001444	6183.Smp_125780.1, 6183.Smp_127890.1	
OG0001445	6183.Smp_125870.1	3q22 armadillo repeat containing 8 [Homo sapiens]
OG0001446	6183.Smp_125940.1, 6183.Smp_125950.1	
OG0001447	6183.Smp_126030.1	1q23.3 pre-B-cell leukemia homeobox 1 [Homo sapiens]
OG0001448	6183.Smp_126260.1, 6183.Smp_141950.1	
OG0001449	6183.Smp_126300.1	3q21.3 ATPase_ Ca++ transporting_ type 2C_ member 1 [Homo sapiens]
OG0001450	6183.Smp_126350.1	9q34.3 glutamate receptor_ ionotropic_ N-methyl D-aspartate 1 [Homo sapiens]
OG0001451	6183.Smp_126440.1	16q24.3 ankyrin repeat domain 11 [Homo sapiens]
OG0001452	6183.Smp_126490.1	19p13.2 lon peptidase 1_ mitochondrial [Homo sapiens]
OG0001453	6183.Smp_126630.1, 6183.Smp_146930.1	
OG0001454	6183.Smp_126640.1, 6183.Smp_174040.1	
OG0001455	6183.Smp_126740.1	12q23.1 SCY1-like_ kinase-like 2 [Homo sapiens]
OG0001456	6183.Smp_126760.1	2p16.1 proteasome activator subunit 4 [Homo sapiens]
OG0001457	6183.Smp_127020.1	3q28 ets variant 5 [Homo sapiens]
OG0001458	6183.Smp_127140.1, 6183.Smp_168040.1	
OG0001459	6183.Smp_127180.1	10p15.1 TATA-box binding protein associated factor 3 [Homo sapiens]
OG0001460	6183.Smp_127280.1, 6183.Smp_134390.1	
OG0001461	6183.Smp_127340.1	1q23.3 NADH_ubiquinone oxidoreductase core subunit S2 [Homo sapiens]
OG0001462	6183.Smp_127480.1, 6183.Smp_166590.1	
OG0001463	6183.Smp_127510.1, 6183.Smp_143870.1	
OG0001464	6183.Smp_127580.1, 6183.Smp_161980.1	
OG0001465	6183.Smp_127680.1	5q22 Dmx-like 1 [Homo sapiens]
OG0001466	6183.Smp_127730.1	17q21.2 ATP citrate lyase [Homo sapiens]
OG0001467	6183.Smp_127790.1, 6183.Smp_157550.1	
OG0001468	6183.Smp_127810.1, 6183.Smp_196920.1	
OG0001469	6183.Smp_127820.1, 6183.Smp_172070.1	
OG0001470	6183.Smp_127940.1	4q13.3 solute carrier family 4 _sodium bicarbonate cotransporter__ member 4 [Homo sapiens]
OG0001471	6183.Smp_128050.1	20q13 CSE1 chromosome segregation 1-like _yeast_ [Homo sapiens]
OG0001472	6183.Smp_128120.1	3p21 polybromo 1 [Homo sapiens]
OG0001473	6183.Smp_128150.1	11q12-q13 oxysterol binding protein [Homo sapiens]
OG0001474	6183.Smp_128200.2	15q23 kinesin family member 23 [Homo sapiens]
OG0001475	6183.Smp_128250.1, 6183.Smp_148740.1	
OG0001476	6183.Smp_128330.1	21q22.3 v-ets avian erythroblastosis virus E26 oncogene homolog [Homo sapiens]
OG0001477	6183.Smp_128360.1, 6183.Smp_134440.2	
OG0001478	6183.Smp_128420.1	17q21.1 cancer susceptibility candidate 3 [Homo sapiens]
OG0001479	6183.Smp_128520.1, 6183.Smp_128530.1	
OG0001480	6183.Smp_128740.1	4q25 SEC24 homolog B_ COPII coat complex component [Homo sapiens]
OG0001481	6183.Smp_128770.1	17q23.3 ubiquitin specific peptidase 32 [Homo sapiens]
OG0001482	6183.Smp_128790.1	9q34.1 ABL proto-oncogene 1_ non-receptor tyrosine kinase [Homo sapiens]
OG0001483	6183.Smp_128890.2	16p11.2 Snf2-related CREBBP activator protein [Homo sapiens]
OG0001484	6183.Smp_128950.1	3q25.31 TCDD-inducible poly_ADP-ribose_ polymerase [Homo sapiens]
OG0001485	6183.Smp_128990.1	4p16.1 biorientation of chromosomes in cell division 1-like 1 [Homo sapiens]
OG0001486	6183.Smp_129120.1	10q25 SHOC2 leucine-rich repeat scaffold protein [Homo sapiens]
OG0001487	6183.Smp_129140.2	17p13.3 methyltransferase like 16 [Homo sapiens]
OG0001488	6183.Smp_129160.1, 6183.Smp_157720.1	
OG0001489	6183.Smp_129240.1, 6183.Smp_138600.1	
OG0001490	6183.Smp_129260.1, 6183.Smp_145810.1	
OG0001491	6183.Smp_129290.1, 6183.Smp_134030.1	
OG0001492	6183.Smp_129320.1	6p21.1 cell division cycle 5 like [Homo sapiens]
OG0001493	6183.Smp_129330.1	17q24 bromodomain PHD finger transcription factor [Homo sapiens]
OG0001494	6183.Smp_129340.1	17p13.3 platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Homo sapiens]
OG0001495	6183.Smp_129360.1, 6183.Smp_153920.1	
OG0001496	6183.Smp_129430.1, 6183.Smp_161530.1	
OG0001497	6183.Smp_129470.1	3p21 dystroglycan 1 [Homo sapiens]
OG0001498	6183.Smp_129500.1	2p11.2 polymerase _RNA_ I polypeptide A [Homo sapiens]
OG0001499	6183.Smp_129550.1, 6183.Smp_129580.1	
OG0001500	6183.Smp_129990.1, 6183.Smp_145180.1	
OG0001501	6183.Smp_130070.1, 6183.Smp_132700.1	
OG0001502	6183.Smp_130160.1, 6183.Smp_159050.1	
OG0001503	6183.Smp_130340.1	1q21 phosphatidylinositol 4-kinase_ catalytic_ beta [Homo sapiens]
OG0001504	6183.Smp_130400.1, 6183.Smp_145700.1	
OG0001505	6183.Smp_130430.1, 6183.Smp_205840.1	
OG0001506	6183.Smp_130460.1	13q14.11 component of oligomeric golgi complex 3 [Homo sapiens]
OG0001507	6183.Smp_130600.1	15q24 ariadne RBR E3 ubiquitin protein ligase 1 [Homo sapiens]
OG0001508	6183.Smp_130630.1	20q13.33 MRG/MORF4L binding protein [Homo sapiens]
OG0001509	6183.Smp_130650.1, 6183.Smp_137040.1	
OG0001510	6183.Smp_130660.1, 6183.Smp_163320.1	
OG0001511	6183.Smp_130680.1	4q12 polymerase _RNA_ II _DNA directed_ polypeptide B_ 140kDa [Homo sapiens]
OG0001512	6183.Smp_130710.1, 6183.Smp_167040.1	
OG0001513	6183.Smp_130730.1, 6183.Smp_178010.1	
OG0001514	6183.Smp_130750.1	16q22.1 enhancer of mRNA decapping 4 [Homo sapiens]
OG0001515	6183.Smp_130790.2	6q23.3 HBS1 like translational GTPase [Homo sapiens]
OG0001516	6183.Smp_130800.1	12q13.3 PAN2 poly_A_ specific ribonuclease subunit [Homo sapiens]
OG0001517	6183.Smp_130840.1	2q11.2 KAT8 regulatory NSL complex subunit 3 [Homo sapiens]
OG0001518	6183.Smp_131030.1	6p21.1 transmembrane protein 63B [Homo sapiens]
OG0001519	6183.Smp_131250.1	20q11.21-q11.23 NDRG family member 3 [Homo sapiens]
OG0001520	6183.Smp_131380.1, 6183.Smp_164040.1	
OG0001521	6183.Smp_131390.1	6q14 pleckstrin homology domain interacting protein [Homo sapiens]
OG0001522	6183.Smp_131420.1, 6183.Smp_203220.1	
OG0001523	6183.Smp_131520.1	3q29 UBX domain protein 7 [Homo sapiens]
OG0001524	6183.Smp_131560.1	18q23 CTD phosphatase subunit 1 [Homo sapiens]
OG0001525	6183.Smp_131660.1	8q13.1 COP9 signalosome subunit 5 [Homo sapiens]
OG0001526	6183.Smp_131690.1	Xp11.4 calcium/calmodulin-dependent serine protein kinase _MAGUK family_ [Homo sapiens]
OG0001527	6183.Smp_131770.1	17q23 DEAD _Asp-Glu-Ala-Asp_ box helicase 42 [Homo sapiens]
OG0001528	6183.Smp_131870.1	9q34.1 syntaxin binding protein 1 [Homo sapiens]
OG0001529	6183.Smp_131900.1	17q11.2 RAB11 family interacting protein 4 _class II_ [Homo sapiens]
OG0001530	6183.Smp_131940.1	9q22.1-q31 patched 1 [Homo sapiens]
OG0001531	6183.Smp_131990.1, 6183.Smp_159360.1	
OG0001532	6183.Smp_132000.1	10q22.3 zinc finger_ SWIM-type containing 8 [Homo sapiens]
OG0001533	6183.Smp_132020.1	19p13.3 fizzy/cell division cycle 20 related 1 [Homo sapiens]
OG0001534	6183.Smp_132300.1	5q31 kinesin family member 3A [Homo sapiens]
OG0001535	6183.Smp_132540.1	4p15.2 slit guidance ligand 2 [Homo sapiens]
OG0001536	6183.Smp_132560.1	3p23 CCR4-NOT transcription complex subunit 10 [Homo sapiens]
OG0001537	6183.Smp_132620.2	1p36.22 mitofusin 2 [Homo sapiens]
OG0001538	6183.Smp_132690.1	19q13.33 RuvB-like AAA ATPase 2 [Homo sapiens]
OG0001539	6183.Smp_132740.1	11q12.2 fatty acid desaturase 2 [Homo sapiens]
OG0001540	6183.Smp_132840.1, 6183.Smp_168410.1	
OG0001541	6183.Smp_132930.1, 6183.Smp_169170.1	
OG0001542	6183.Smp_133040.1	16p12 general transcription factor IIIC subunit 1 [Homo sapiens]
OG0001543	6183.Smp_133110.1	1p13.3 pre-mRNA processing factor 38B [Homo sapiens]
OG0001544	6183.Smp_133280.1, 6183.Smp_153430.1	
OG0001545	6183.Smp_133300.1	3q23 5'-3' exoribonuclease 1 [Homo sapiens]
OG0001546	6183.Smp_133320.1	16q21 CCR4-NOT transcription complex subunit 1 [Homo sapiens]
OG0001547	6183.Smp_133350.1	10p15-p14 GTP binding protein 4 [Homo sapiens]
OG0001548	6183.Smp_133450.1, 6183.Smp_169960.1	
OG0001549	6183.Smp_133680.1, 6183.Smp_155860.1	
OG0001550	6183.Smp_133710.1	11p15.3 importin 7 [Homo sapiens]
OG0001551	6183.Smp_133890.1, 6183.Smp_133900.1	
OG0001552	6183.Smp_133990.2	3q22.1 topoisomerase _DNA_ II binding protein 1 [Homo sapiens]
OG0001553	6183.Smp_134050.1	3p21.3 calcium channel_ voltage-dependent_ alpha 2/delta subunit 2 [Homo sapiens]
OG0001554	6183.Smp_134250.1	5q33.1 N-deacetylase/N-sulfotransferase _heparan glucosaminyl_ 1 [Homo sapiens]
OG0001555	6183.Smp_134490.1, 6183.Smp_174260.1	
OG0001556	6183.Smp_134500.1	12q13 phosphodiesterase 1B [Homo sapiens]
OG0001557	6183.Smp_134530.1, 6183.Smp_159140.1	
OG0001558	6183.Smp_134560.1	15q24 CDC like kinase 3 [Homo sapiens]
OG0001559	6183.Smp_134570.1	20q11.23 suppressor of glucose_ autophagy associated 1 [Homo sapiens]
OG0001560	6183.Smp_134650.1	1p34.1 CTP synthase 1 [Homo sapiens]
OG0001561	6183.Smp_134670.2	20q11.23 Ral GTPase activating protein_ beta subunit _non-catalytic_ [Homo sapiens]
OG0001562	6183.Smp_134690.1	10q26.11 empty spiracles homeobox 2 [Homo sapiens]
OG0001563	6183.Smp_134850.1	10q25 structural maintenance of chromosomes 3 [Homo sapiens]
OG0001564	6183.Smp_135080.1	5q13 microtubule associated protein 1B [Homo sapiens]
OG0001565	6183.Smp_135110.1	15q24 AT-rich interaction domain 3B [Homo sapiens]
OG0001566	6183.Smp_135130.1, 6183.Smp_143220.1	
OG0001567	6183.Smp_135160.1	12q22-q23 dual specificity phosphatase 6 [Homo sapiens]
OG0001568	6183.Smp_135210.1, 6183.Smp_169380.1	
OG0001569	6183.Smp_135280.1	20q13.13 ADP ribosylation factor guanine nucleotide exchange factor 2 [Homo sapiens]
OG0001570	6183.Smp_135500.1	11q13.1-q14.1 phosphodiesterase 2A [Homo sapiens]
OG0001571	6183.Smp_135540.1, 6183.Smp_177600.1	
OG0001572	6183.Smp_135560.1, 6183.Smp_197370.1	
OG0001573	6183.Smp_135920.1, 6183.Smp_170870.1	
OG0001574	6183.Smp_136110.1, 6183.Smp_172990.1	
OG0001575	6183.Smp_136260.2	2p13 glutamine--fructose-6-phosphate transaminase 1 [Homo sapiens]
OG0001576	6183.Smp_136290.1	22q13.1 eukaryotic translation initiation factor 3 subunit D [Homo sapiens]
OG0001577	6183.Smp_136300.1	20q12-q13 SRC proto-oncogene_ non-receptor tyrosine kinase [Homo sapiens]
OG0001578	6183.Smp_136330.1	11q13.3 protein tyrosine phosphatase_ receptor type_ f polypeptide _PTPRF__ interacting protein _liprin__ alpha 1 [Homo sapiens]
OG0001579	6183.Smp_136490.1	9q34.11 mitogen-activated protein kinase associated protein 1 [Homo sapiens]
OG0001580	6183.Smp_136710.1	12q24.11 ATPase_ Ca++ transporting_ cardiac muscle_ slow twitch 2 [Homo sapiens]
OG0001581	6183.Smp_136750.1	17q23.1 ribosomal protein S6 kinase_ 70kDa_ polypeptide 1 [Homo sapiens]
OG0001582	6183.Smp_136880.1, 6183.Smp_180190.1	
OG0001583	6183.Smp_136970.1	Xp11.22-p11.21 structural maintenance of chromosomes 1A [Homo sapiens]
OG0001584	6183.Smp_137030.1, 6183.Smp_137060.1	
OG0001585	6183.Smp_137170.1	12q21.33 ATPase_ Ca++ transporting_ plasma membrane 1 [Homo sapiens]
OG0001586	6183.Smp_137380.1	1p34.3 Smad nuclear interacting protein 1 [Homo sapiens]
OG0001587	6183.Smp_137430.1	16q22 splicing factor 3b subunit 3 [Homo sapiens]
OG0001588	6183.Smp_137540.1	Xq26.1 apoptosis inducing factor_ mitochondria associated 1 [Homo sapiens]
OG0001589	6183.Smp_137590.1	Xp11.23 FtsJ RNA methyltransferase homolog 1 _E. coli_ [Homo sapiens]
OG0001590	6183.Smp_137610.1	8q24.3 protein tyrosine kinase 2 [Homo sapiens]
OG0001591	6183.Smp_137650.1	12q14.1 exportin_ tRNA [Homo sapiens]
OG0001592	6183.Smp_137800.1	17q11.2 ATPase family_ AAA domain containing 5 [Homo sapiens]
OG0001593	6183.Smp_138060.1, 6183.Smp_138080.1	
OG0001594	6183.Smp_138110.1	2q31.1 distal-less homeobox 1 [Homo sapiens]
OG0001595	6183.Smp_138150.1	8p22 DLC1 Rho GTPase activating protein [Homo sapiens]
OG0001596	6183.Smp_138300.1, 6183.Smp_174630.1	
OG0001597	6183.Smp_138350.1	9p22.2 basonuclin 2 [Homo sapiens]
OG0001598	6183.Smp_138400.1	7q36 PAX interacting _with transcription-activation domain_ protein 1 [Homo sapiens]
OG0001599	6183.Smp_138450.1	2q31.1 ubiquitin protein ligase E3 component n-recognin 3 _putative_ [Homo sapiens]
OG0001600	6183.Smp_138590.1	5q13.3-q14 3-hydroxy-3-methylglutaryl-CoA reductase [Homo sapiens]
OG0001601	6183.Smp_138640.1	10q21 sirtuin 1 [Homo sapiens]
OG0001602	6183.Smp_138880.1	22q12-q13 RNA binding protein_ fox-1 homolog _C. elegans_ 2 [Homo sapiens]
OG0001603	6183.Smp_138910.1	17q25.1 CASK interacting protein 2 [Homo sapiens]
OG0001604	6183.Smp_138920.1	17q25.3 G protein pathway suppressor 1 [Homo sapiens]
OG0001605	6183.Smp_139190.1	5q21-q22 adenomatous polyposis coli [Homo sapiens]
OG0001606	6183.Smp_139290.1, 6183.Smp_142020.1	
OG0001607	6183.Smp_139480.1	7q22 EPH receptor B4 [Homo sapiens]
OG0001608	6183.Smp_139720.1, 6183.Smp_166790.1	
OG0001609	6183.Smp_139740.1, 6183.Smp_154850.1	
OG0001610	6183.Smp_140020.1, 6183.Smp_165200.1	
OG0001611	6183.Smp_140520.2	17q23.3 tetratricopeptide repeat_ ankyrin repeat and coiled-coil containing 2 [Homo sapiens]
OG0001612	6183.Smp_140690.1	2q13 polymerase _RNA_ I polypeptide B [Homo sapiens]
OG0001613	6183.Smp_140700.1	17q11.2 nemo-like kinase [Homo sapiens]
OG0001614	6183.Smp_140770.1	Xp22 protein phosphatase_ EF-hand calcium binding domain 1 [Homo sapiens]
OG0001615	6183.Smp_140890.1	17p13.3 pre-mRNA processing factor 8 [Homo sapiens]
OG0001616	6183.Smp_140930.1, 6183.Smp_178370.1	
OG0001617	6183.Smp_141000.1	1q21.3 interleukin enhancer binding factor 2 [Homo sapiens]
OG0001618	6183.Smp_141010.1, 6183.Smp_163750.1	
OG0001619	6183.Smp_141070.1	12q13.13 glutamate receptor interacting protein 1 [Homo sapiens]
OG0001620	6183.Smp_141080.1	3q27 DnaJ heat shock protein family _Hsp40_ member B11 [Homo sapiens]
OG0001621	6183.Smp_141140.1	12q24.31 arginine/serine-rich coiled-coil 2 [Homo sapiens]
OG0001622	6183.Smp_141280.1, 6183.Smp_162450.1	
OG0001623	6183.Smp_141320.1, 6183.Smp_153970.1	
OG0001624	6183.Smp_141330.1	15q26.3 small nuclear ribonucleoprotein polypeptide A' [Homo sapiens]
OG0001625	6183.Smp_141410.1, 6183.Smp_173100.1	
OG0001626	6183.Smp_141580.1	17q23 tousled like kinase 2 [Homo sapiens]
OG0001627	6183.Smp_141590.2, 6183.Smp_144430.1	
OG0001628	6183.Smp_141630.1	2q33.1 splicing factor 3b subunit 1 [Homo sapiens]
OG0001629	6183.Smp_141660.1	17q21-q22 calcium channel_ voltage-dependent_ beta 1 subunit [Homo sapiens]
OG0001630	6183.Smp_141770.1	Xp21.3 glycerol kinase [Homo sapiens]
OG0001631	6183.Smp_141860.1	4p12 FRY like transcription coactivator [Homo sapiens]
OG0001632	6183.Smp_142120.1, 6183.Smp_162530.1	
OG0001633	6183.Smp_142170.1	8p11.2 ash2 _absent_ small_ or homeotic_-like _Drosophila_ [Homo sapiens]
OG0001634	6183.Smp_142210.1	15q15.1 VPS18_ CORVET/HOPS core subunit [Homo sapiens]
OG0001635	6183.Smp_142250.1, 6183.Smp_194390.1	
OG0001636	6183.Smp_142380.1	11q13.5 EMSY_ BRCA2-interacting transcriptional repressor [Homo sapiens]
OG0001637	6183.Smp_142510.2	5q11.2 drosha_ ribonuclease type III [Homo sapiens]
OG0001638	6183.Smp_142550.1, 6183.Smp_163440.1	
OG0001639	6183.Smp_142620.1	9p21-p12 natriuretic peptide receptor 2 [Homo sapiens]
OG0001640	6183.Smp_142630.1	9p23-p21 talin 1 [Homo sapiens]
OG0001641	6183.Smp_142670.1	11q23.3 intraflagellar transport 46 [Homo sapiens]
OG0001642	6183.Smp_142710.1	16p12.3 SMG1 phosphatidylinositol 3-kinase-related kinase [Homo sapiens]
OG0001643	6183.Smp_142770.1	5q13.1 transportin 1 [Homo sapiens]
OG0001644	6183.Smp_142780.1	1q32 retinoblastoma binding protein 5 [Homo sapiens]
OG0001645	6183.Smp_142910.1	1q23.2 coatomer protein complex subunit alpha [Homo sapiens]
OG0001646	6183.Smp_142970.1, 6183.Smp_142980.1	
OG0001647	6183.Smp_142990.1, 6183.Smp_155960.1	
OG0001648	6183.Smp_143030.1	11q22.3 cullin 5 [Homo sapiens]
OG0001649	6183.Smp_143150.1	19p13.3 eukaryotic translation elongation factor 2 [Homo sapiens]
OG0001650	6183.Smp_143180.1, 6183.Smp_174800.1	
OG0001651	6183.Smp_143370.1	12q15-q21 protein phosphatase 1 regulatory subunit 12A [Homo sapiens]
OG0001652	6183.Smp_143420.1, 6183.Smp_161120.1	
OG0001653	6183.Smp_143470.2	2p16.2 spectrin_ beta_ non-erythrocytic 1 [Homo sapiens]
OG0001654	6183.Smp_143650.1	6q15 midasin AAA ATPase 1 [Homo sapiens]
OG0001655	6183.Smp_143680.1	20q13.2-q13.3 laminin subunit alpha 5 [Homo sapiens]
OG0001656	6183.Smp_143810.1, 6183.Smp_162050.1	
OG0001657	6183.Smp_143980.1, 6183.Smp_155190.1	
OG0001658	6183.Smp_144000.1, 6183.Smp_144010.1	
OG0001659	6183.Smp_144090.2	1q25 cell division cycle 73 [Homo sapiens]
OG0001660	6183.Smp_144520.1	17q12 mediator complex subunit 1 [Homo sapiens]
OG0001661	6183.Smp_144570.1, 6183.Smp_179710.1	
OG0001662	6183.Smp_144600.1, 6183.Smp_156500.1	
OG0001663	6183.Smp_144630.1, 6183.Smp_170560.1	
OG0001664	6183.Smp_144810.1	15q23 protein tyrosine phosphatase_ non-receptor type 9 [Homo sapiens]
OG0001665	6183.Smp_144840.1	9q22.33 endoplasmic reticulum protein 44 [Homo sapiens]
OG0001666	6183.Smp_144890.1, 6183.Smp_151280.1	
OG0001667	6183.Smp_144960.1, 6183.Smp_149080.1	
OG0001668	6183.Smp_144970.1	Xq21.1 ATPase_ Cu++ transporting_ alpha polypeptide [Homo sapiens]
OG0001669	6183.Smp_145290.1, 6183.Smp_155890.1	
OG0001670	6183.Smp_145350.1	7q32 ubiquitin conjugating enzyme E2H [Homo sapiens]
OG0001671	6183.Smp_145600.1	16q12.1 PAP associated domain containing 5 [Homo sapiens]
OG0001672	6183.Smp_145720.1, 6183.Smp_206040.1	
OG0001673	6183.Smp_145760.1, 6183.Smp_179870.1	
OG0001674	6183.Smp_145870.1, 6183.Smp_178760.1	
OG0001675	6183.Smp_145930.1	14q11-q12 matrix metallopeptidase 14 [Homo sapiens]
OG0001676	6183.Smp_145970.1	4p15.2 recombination signal binding protein for immunoglobulin kappa J region [Homo sapiens]
OG0001677	6183.Smp_146060.1	14q13.2 Ral GTPase activating protein_ alpha subunit 1 _catalytic_ [Homo sapiens]
OG0001678	6183.Smp_146300.1, 6183.Smp_172190.1	
OG0001679	6183.Smp_146640.1	22q12.3 like-glycosyltransferase [Homo sapiens]
OG0001680	6183.Smp_146800.1	2p22.3 atlastin GTPase 2 [Homo sapiens]
OG0001681	6183.Smp_146840.1, 6183.Smp_151310.1	
OG0001682	6183.Smp_146900.1	1p36.23 DnaJ heat shock protein family _Hsp40_ member C11 [Homo sapiens]
OG0001683	6183.Smp_146910.1	11q13.2 carnitine palmitoyltransferase 1A _liver_ [Homo sapiens]
OG0001684	6183.Smp_147040.1	2q32-q34 glutaminase [Homo sapiens]
OG0001685	6183.Smp_147050.1	3q13.31 ATPase_ H+ transporting_ lysosomal 70kDa_ V1 subunit A [Homo sapiens]
OG0001686	6183.Smp_147150.1	14q11.2 heterogeneous nuclear ribonucleoprotein C _C1/C2_ [Homo sapiens]
OG0001687	6183.Smp_147360.1	11p13 cleavage stimulation factor_ 3' pre-RNA_ subunit 3 [Homo sapiens]
OG0001688	6183.Smp_147410.1, 6183.Smp_152690.1	
OG0001689	6183.Smp_147850.1	6p21.3 guanine nucleotide binding protein-like 1 [Homo sapiens]
OG0001690	6183.Smp_147930.1, 6183.Smp_149150.1	
OG0001691	6183.Smp_147940.2, 6183.Smp_149160.1	
OG0001692	6183.Smp_148030.1, 6183.Smp_148040.1	
OG0001693	6183.Smp_148070.1	14q22.3 exocyst complex component 5 [Homo sapiens]
OG0001694	6183.Smp_148150.1	8q24.11 RAD21 cohesin complex component [Homo sapiens]
OG0001695	6183.Smp_148250.1	14q32.13 unc-79 homolog _C. elegans_ [Homo sapiens]
OG0001696	6183.Smp_148420.1	2p16.3 coiled-coil domain containing 88A [Homo sapiens]
OG0001697	6183.Smp_148460.1	17q11.2 neurofibromin 1 [Homo sapiens]
OG0001698	6183.Smp_148610.1, 6183.Smp_148620.1	
OG0001699	6183.Smp_148650.1	11q13.1 autophagy related 2A [Homo sapiens]
OG0001700	6183.Smp_148760.1	17q23.2 integrator complex subunit 2 [Homo sapiens]
OG0001701	6183.Smp_148930.1	11q12 structure specific recognition protein 1 [Homo sapiens]
OG0001702	6183.Smp_148940.1	7p21.1 sorting nexin 13 [Homo sapiens]
OG0001703	6183.Smp_148980.1	10q24.32 suppressor of fused homolog _Drosophila_ [Homo sapiens]
OG0001704	6183.Smp_149040.1, 6183.Smp_161680.1	
OG0001705	6183.Smp_149050.2, 6183.Smp_197920.1	
OG0001706	6183.Smp_149070.1	9p12 nucleolar protein 6 [Homo sapiens]
OG0001707	6183.Smp_149120.1	2q33 origin recognition complex subunit 2 [Homo sapiens]
OG0001708	6183.Smp_149260.1	10q24.1 kinesin family member 11 [Homo sapiens]
OG0001709	6183.Smp_149280.1, 6183.Smp_196090.1	
