Orthogroup	Total	protein_mansoni	sequence_Homo sapiens
OG0001065	2	6183.Smp_046880.2	Xp22.1 phosphatidylinositol glycan anchor biosynthesis class A [Homo sapiens]
OG0001066	2	6183.Smp_046930.1	Xq13 O-linked N-acetylglucosamine _GlcNAc_ transferase [Homo sapiens]
OG0001067	2	6183.Smp_046980.1	1p32.3 pre-mRNA processing factor 38A [Homo sapiens]
OG0001068	2	6183.Smp_047200.1	22q13 ribosomal protein L3 [Homo sapiens]
OG0001071	2	6183.Smp_047720.1	17q21 SUZ12 polycomb repressive complex 2 subunit [Homo sapiens]
OG0001074	2	6183.Smp_048160.1	1p36 spen family transcriptional repressor [Homo sapiens]
OG0001076	2	6183.Smp_048760.1	19q13.32 SUMO1 activating enzyme subunit 1 [Homo sapiens]
OG0001077	2	6183.Smp_048990.1	17q21 beclin 1_ autophagy related [Homo sapiens]
OG0001078	2	6183.Smp_049000.1	19p13 SURP and G-patch domain containing 1 [Homo sapiens]
OG0001082	2	6183.Smp_049600.4	13q32 DnaJ heat shock protein family _Hsp40_ member C3 [Homo sapiens]
OG0001084	2	6183.Smp_049920.3	1q31.3 importin 9 [Homo sapiens]
OG0001085	2	6183.Smp_050130.1	7p22.3 golgi to ER traffic protein 4 [Homo sapiens]
OG0001086	2	6183.Smp_050350.2	12q24.11 VPS29 retromer complex component [Homo sapiens]
OG0001087	2	6183.Smp_050360.1	8p12 MAK16 homolog [Homo sapiens]
OG0001088	2	6183.Smp_051260.1	8q24.3 ribosomal protein L8 [Homo sapiens]
OG0001090	2	6183.Smp_051810.1	6p12.1 ELOVL fatty acid elongase 5 [Homo sapiens]
OG0001092	2	6183.Smp_052140.1	Xp11.23 G-patch domain and KOW motifs [Homo sapiens]
OG0001094	2	6183.Smp_052250.1	2q33 Ras association _RalGDS/AF-6_ and pleckstrin homology domains 1 [Homo sapiens]
OG0001095	2	6183.Smp_052420.1	12q13.2 ArfGAP with GTPase domain_ ankyrin repeat and PH domain 2 [Homo sapiens]
OG0001096	2	6183.Smp_052790.1	14q21.3 nuclear export mediator factor [Homo sapiens]
OG0001097	2	6183.Smp_052810.1	Xq28 glucose-6-phosphate dehydrogenase [Homo sapiens]
OG0001098	2	6183.Smp_052870.1	3p14.1 proteasome 26S subunit_ non-ATPase 6 [Homo sapiens]
OG0001100	2	6183.Smp_053420.1	14q22.1 fermitin family member 2 [Homo sapiens]
OG0001101	2	6183.Smp_053610.1	1p13.3 seryl-tRNA synthetase [Homo sapiens]
OG0001103	2	6183.Smp_053820.1	3q21.3 Sec61 translocon alpha 1 subunit [Homo sapiens]
OG0001105	2	6183.Smp_054310.1	Xp22.12-p22.11 membrane bound transcription factor peptidase_ site 2 [Homo sapiens]
OG0001106	2	6183.Smp_054340.2	12q15 chaperonin containing TCP1_ subunit 2 _beta_ [Homo sapiens]
OG0001107	2	6183.Smp_054450.1	1p35.1 zinc finger and BTB domain containing 8 opposite strand [Homo sapiens]
OG0001109	2	6183.Smp_054780.1	1p34.1-p32 ribosomal protein S8 [Homo sapiens]
OG0001110	2	6183.Smp_054790.2	11p11.2 cytoskeleton associated protein 5 [Homo sapiens]
OG0001112	2	6183.Smp_054820.1	9q22.1 N_alpha_-acetyltransferase 35_ NatC auxiliary subunit [Homo sapiens]
OG0001113	2	6183.Smp_055310.1	12q24.31 lysine _K_-specific methyltransferase 5A [Homo sapiens]
OG0001114	2	6183.Smp_055390.1	17p13 CTD nuclear envelope phosphatase 1 [Homo sapiens]
OG0001115	2	6183.Smp_055720.3	22q12.2 MORC family CW-type zinc finger 2 [Homo sapiens]
OG0001116	2	6183.Smp_055760.1	10p14 YME1 like 1 ATPase [Homo sapiens]
OG0001118	2	6183.Smp_055890.1	2p25-p24 ribonucleotide reductase M2 [Homo sapiens]
OG0001119	2	6183.Smp_056640.1	2q23.3 pre-mRNA processing factor 40 homolog A [Homo sapiens]
OG0001120	2	6183.Smp_056860.1	22q11.23 SWI/SNF related_ matrix associated_ actin dependent regulator of chromatin_ subfamily b_ member 1 [Homo sapiens]
OG0001122	2	6183.Smp_057120.1	2q37.1 GRB10 interacting GYF protein 2 [Homo sapiens]
OG0001123	2	6183.Smp_057360.1	11q23.1 salt inducible kinase 2 [Homo sapiens]
OG0001126	2	6183.Smp_058360.1	16p13 chloride channel_ voltage-sensitive 7 [Homo sapiens]
OG0001128	2	6183.Smp_058460.1	7p22 eukaryotic translation initiation factor 3 subunit B [Homo sapiens]
OG0001129	2	6183.Smp_058650.1	17q24.3 proteasome 26S subunit_ non-ATPase 12 [Homo sapiens]
OG0001130	2	6183.Smp_059540.1	14q13.2 signal recognition particle 54kDa [Homo sapiens]
OG0001131	2	6183.Smp_059810.1	3p14.1 THO complex 7 [Homo sapiens]
OG0001135	2	6183.Smp_060480.1	14q11.2 copine VI _neuronal_ [Homo sapiens]
OG0001138	2	6183.Smp_060900.1	1q21.1 pre-mRNA processing factor 3 [Homo sapiens]
OG0001141	2	6183.Smp_060950.1	19q13.33 NSF attachment protein alpha [Homo sapiens]
OG0001143	2	6183.Smp_061200.1	3q29 ribosomal protein L35a [Homo sapiens]
OG0001144	2	6183.Smp_061310.1	15q14 ER membrane protein complex subunit 7 [Homo sapiens]
OG0001145	2	6183.Smp_061590.1	19p13.11 UPF1 regulator of nonsense transcripts homolog _yeast_ [Homo sapiens]
OG0001146	2	6183.Smp_061650.1	17q12 proteasome 26S subunit_ non-ATPase 11 [Homo sapiens]
OG0001147	2	6183.Smp_061920.1	9q31.2 RAD23 homolog B_ nucleotide excision repair protein [Homo sapiens]
OG0001149	2	6183.Smp_062520.1	4q31.1 N_alpha_-acetyltransferase 15_ NatA auxiliary subunit [Homo sapiens]
OG0001150	2	6183.Smp_062530.1	11q13.2 lysine _K_-specific methyltransferase 5B [Homo sapiens]
OG0001152	2	6183.Smp_062630.1	12q13.3 dynactin subunit 2 [Homo sapiens]
OG0001153	2	6183.Smp_063090.1	15q25.1 iron responsive element binding protein 2 [Homo sapiens]
OG0001155	2	6183.Smp_063420.1	5p15.2 chaperonin containing TCP1_ subunit 5 _epsilon_ [Homo sapiens]
OG0001157	2	6183.Smp_063670.1	1p36.13 DNA damage inducible 1 homolog 2 [Homo sapiens]
OG0001158	2	6183.Smp_063830.1	3q25.31 guanine monophosphate synthase [Homo sapiens]
OG0001159	2	6183.Smp_064010.1	2q34 cAMP responsive element binding protein 1 [Homo sapiens]
OG0001160	2	6183.Smp_064020.4	13q12.2 PAN3 poly_A_ specific ribonuclease subunit [Homo sapiens]
OG0001161	2	6183.Smp_064050.2	3q21 RuvB-like AAA ATPase 1 [Homo sapiens]
OG0001162	2	6183.Smp_064250.1	17p11.2 retinoic acid induced 1 [Homo sapiens]
OG0001163	2	6183.Smp_064350.1	1p32.3 ATPase_ H+ transporting_ lysosomal 21kDa_ V0 subunit b [Homo sapiens]
OG0001164	2	6183.Smp_064530.1	22q eukaryotic translation initiation factor 3 subunit L [Homo sapiens]
OG0001165	2	6183.Smp_064590.1	20q11.22 RNA binding motif protein 39 [Homo sapiens]
OG0001166	2	6183.Smp_065160.1	Xq28 tafazzin [Homo sapiens]
OG0001168	2	6183.Smp_065240.1	20q11 protein O-fucosyltransferase 1 [Homo sapiens]
OG0001170	2	6183.Smp_065610.1	15q23 pyruvate kinase_ muscle [Homo sapiens]
OG0001171	2	6183.Smp_065810.1	1q22 gon-4-like _C. elegans_ [Homo sapiens]
OG0001172	2	6183.Smp_065840.1	17q21.2 topoisomerase _DNA_ II alpha [Homo sapiens]
OG0001174	2	6183.Smp_066330.3	2p11.1 StAR related lipid transfer domain containing 7 [Homo sapiens]
OG0001176	2	6183.Smp_066430.1	12p12.3 AE binding protein 2 [Homo sapiens]
OG0001177	2	6183.Smp_066630.1	5q31.2 eukaryotic translation termination factor 1 [Homo sapiens]
OG0001178	2	6183.Smp_066820.2	13q14.3 integrator complex subunit 6 [Homo sapiens]
OG0001179	2	6183.Smp_066890.1	6p21.31 ribosomal protein S10 [Homo sapiens]
OG0001180	2	6183.Smp_067140.1	3q21 RAB7A_ member RAS oncogene family [Homo sapiens]
OG0001181	2	6183.Smp_067810.1	5q32 casein kinase 1_ alpha 1 [Homo sapiens]
OG0001182	2	6183.Smp_067890.1	7p13 proteasome subunit alpha 2 [Homo sapiens]
OG0001183	2	6183.Smp_067900.1	19p13.2 cell division cycle 37 [Homo sapiens]
OG0001184	2	6183.Smp_068100.1	15q15.3 microfibrillar associated protein 1 [Homo sapiens]
OG0001187	2	6183.Smp_068270.4	6q22 heat shock transcription factor 2 [Homo sapiens]
OG0001189	2	6183.Smp_068920.3	Xq28 dyskeratosis congenita 1_ dyskerin [Homo sapiens]
OG0001190	2	6183.Smp_068960.2	6p24.2 pre-mRNA processing factor 4B [Homo sapiens]
OG0001191	2	6183.Smp_069130.2	13q12.3 heat shock protein family H _Hsp110_ member 1 [Homo sapiens]
OG0001192	2	6183.Smp_069170.1	1q32.3 solute carrier family 30 _zinc transporter__ member 1 [Homo sapiens]
OG0001193	2	6183.Smp_069960.1	12p13 ubiquitin specific peptidase 5 _isopeptidase T_ [Homo sapiens]
OG0001194	2	6183.Smp_070200.1	16p13.3 RNA binding protein S1_ serine-rich domain [Homo sapiens]
OG0001195	2	6183.Smp_070360.1	15q25.1 cytoplasmic polyadenylation element binding protein 1 [Homo sapiens]
OG0001196	2	6183.Smp_070690.1	13q34 cell division cycle 16 [Homo sapiens]
OG0001197	2	6183.Smp_070760.1	3q27.3 YEATS domain containing 2 [Homo sapiens]
OG0001198	2	6183.Smp_070920.1	3p21.2-p14.3 sarcolemma associated protein [Homo sapiens]
OG0001199	2	6183.Smp_071020.1	1p13 choline/ethanolamine phosphotransferase 1 [Homo sapiens]
OG0001201	2	6183.Smp_071200.1	15q14 bromo adjacent homology domain containing 1 [Homo sapiens]
OG0001202	2	6183.Smp_071840.1	1p36.22 phosphogluconate dehydrogenase [Homo sapiens]
OG0001203	2	6183.Smp_071970.1	4q chloride channel_ voltage-sensitive 3 [Homo sapiens]
OG0001206	2	6183.Smp_072330.2	6p12 heat shock protein 90kDa alpha family class B member 1 [Homo sapiens]
OG0001207	2	6183.Smp_072370.1	11p15.3 CTR9 homolog_ Paf1/RNA polymerase II complex component [Homo sapiens]
OG0001209	2	6183.Smp_072870.1	10q24 ARP1 actin-related protein 1 homolog A_ centractin alpha _yeast_ [Homo sapiens]
OG0001210	2	6183.Smp_072890.1	15q22.1 zinc finger protein 609 [Homo sapiens]
OG0001212	2	6183.Smp_073290.1	3q29 protein phosphatase 4 regulatory subunit 2 [Homo sapiens]
OG0001216	2	6183.Smp_073940.1	4p16.1 WD repeat domain 1 [Homo sapiens]
OG0001217	2	6183.Smp_074020.1	11p15.5 adaptor related protein complex 2_ alpha 2 subunit [Homo sapiens]
OG0001220	2	6183.Smp_074370.1	6q22.1 cell division cycle 40 [Homo sapiens]
OG0001221	2	6183.Smp_074780.1	6p21.3 ribosomal protein S18 [Homo sapiens]
OG0001226	2	6183.Smp_075450.1	6q25.1 uronyl-2-sulfotransferase [Homo sapiens]
OG0001227	2	6183.Smp_076040.3	6q15 akirin 2 [Homo sapiens]
OG0001229	2	6183.Smp_076230.1	20q13.33 proteasome subunit alpha 7 [Homo sapiens]
OG0001230	2	6183.Smp_076300.1	16q24 forkhead box F1 [Homo sapiens]
OG0001232	2	6183.Smp_076500.1	Xp21.2 dystrophin [Homo sapiens]
OG0001238	2	6183.Smp_077540.1	1p32.3 Fas _TNFRSF6_ associated factor 1 [Homo sapiens]
OG0001242	2	6183.Smp_078040.1	16q24.3 tubulin beta 3 class III [Homo sapiens]
OG0001244	2	6183.Smp_078240.1	12q24.11 squamous cell carcinoma antigen recognized by T-cells 3 [Homo sapiens]
OG0001245	2	6183.Smp_078310.1	19p13.3 RAN binding protein 3 [Homo sapiens]
OG0001248	2	6183.Smp_078610.1	14q24.3 RNA binding motif protein 25 [Homo sapiens]
OG0001249	2	6183.Smp_078900.1	7q35-q36 enhancer of zeste 2 polycomb repressive complex 2 subunit [Homo sapiens]
OG0001250	2	6183.Smp_079430.2	12q24.33 RAN_ member RAS oncogene family [Homo sapiens]
OG0001252	2	6183.Smp_079650.1	1p36.3 chromodomain helicase DNA binding protein 5 [Homo sapiens]
OG0001253	2	6183.Smp_079700.1	15q21.2 GA binding protein transcription factor_ beta subunit 1 [Homo sapiens]
OG0001254	2	6183.Smp_079770.1	15q15 protein disulfide isomerase family A member 3 [Homo sapiens]
OG0001256	2	6183.Smp_079920.1	Xp22.1 pyruvate dehydrogenase _lipoamide_ alpha 1 [Homo sapiens]
OG0001257	2	6183.Smp_079950.1	16q22 ATPase_ H+ transporting_ lysosomal 38kDa_ V0 subunit d1 [Homo sapiens]
OG0001259	2	6183.Smp_080040.1	20q13.33 adhesion regulating molecule 1 [Homo sapiens]
OG0001260	2	6183.Smp_080130.1	1p36 isoprenylcysteine carboxyl methyltransferase [Homo sapiens]
OG0001262	2	6183.Smp_080280.1	14q31 general transcription factor IIA 1 [Homo sapiens]
OG0001263	2	6183.Smp_080700.3	16p13.3 mitogen-activated protein kinase 8 interacting protein 3 [Homo sapiens]
OG0001264	2	6183.Smp_082050.1	4p14 ubiquitin conjugating enzyme E2K [Homo sapiens]
OG0001266	2	6183.Smp_082490.1	4q27 cyclin A2 [Homo sapiens]
OG0001267	2	6183.Smp_082560.1	1p31 zinc finger_ RAN-binding domain containing 2 [Homo sapiens]
OG0001269	2	6183.Smp_082780.1	7q31.3 Wiskott-Aldrich syndrome-like [Homo sapiens]
OG0001270	2	6183.Smp_082800.1	14q12 sec1 family domain containing 1 [Homo sapiens]
OG0001271	2	6183.Smp_082850.2	13q34 cullin 4A [Homo sapiens]
OG0001272	2	6183.Smp_082860.1	14q32.2 tryptophanyl-tRNA synthetase [Homo sapiens]
OG0001273	2	6183.Smp_083030.1	17q21.32 ubiquitin conjugating enzyme E2Z [Homo sapiens]
OG0001274	2	6183.Smp_083180.2	14q24.2 FCF1 rRNA-processing protein [Homo sapiens]
OG0001275	2	6183.Smp_083410.1	11q12.3 eukaryotic translation elongation factor 1 gamma [Homo sapiens]
OG0001276	2	6183.Smp_083540.1	Xq28 myotubularin 1 [Homo sapiens]
OG0001277	2	6183.Smp_083780.1	2q35 X-ray repair complementing defective repair in Chinese hamster cells 5 [Homo sapiens]
OG0001278	2	6183.Smp_084610.1	5q35.2 Fas associated factor family member 2 [Homo sapiens]
OG0001279	2	6183.Smp_084740.1	18p11.32 ubiquitin specific peptidase 14 _tRNA-guanine transglycosylase_ [Homo sapiens]
OG0001280	2	6183.Smp_084870.1	11q13 PCF11 cleavage and polyadenylation factor subunit [Homo sapiens]
OG0001281	2	6183.Smp_085310.2	17q21.2 proteasome 26S subunit_ non-ATPase 3 [Homo sapiens]
OG0001282	2	6183.Smp_085640.1	4q21.22 COP9 signalosome subunit 4 [Homo sapiens]
OG0001284	2	6183.Smp_086460.1	Xq25-q26.3 THO complex 2 [Homo sapiens]
OG0001286	2	6183.Smp_087220.1	22q11.2 DGCR8 microprocessor complex subunit [Homo sapiens]
OG0001287	2	6183.Smp_087270.1	4p15.3 DEAH _Asp-Glu-Ala-His_ box helicase 15 [Homo sapiens]
OG0001288	2	6183.Smp_087760.1	11q13 ferritin_ heavy polypeptide 1 [Homo sapiens]
OG0001289	2	6183.Smp_087930.1	Xq13.3 ATP binding cassette subfamily B member 7 [Homo sapiens]
OG0001290	2	6183.Smp_088250.1	6q21 cyclin C [Homo sapiens]
OG0001291	2	6183.Smp_088550.1	5q32 RNA binding motif protein 27 [Homo sapiens]
OG0001292	2	6183.Smp_088600.1	19q13.4 CCR4-NOT transcription complex subunit 3 [Homo sapiens]
OG0001293	2	6183.Smp_088950.1	11q23.1-q23.3 hypoxia up-regulated 1 [Homo sapiens]
OG0001294	2	6183.Smp_089100.1	20q11.22 gamma-glutamyltransferase 7 [Homo sapiens]
OG0001295	2	6183.Smp_089180.1	16p13.3 ubiquitin specific peptidase 7 _herpes virus-associated_ [Homo sapiens]
OG0001296	2	6183.Smp_089240.1	14q21 mannosyl _alpha-1_6-_-glycoprotein beta-1_2-N-acetylglucosaminyltransferase [Homo sapiens]
OG0001300	2	6183.Smp_090860.1	19q13.3 protein phosphatase 5_ catalytic subunit [Homo sapiens]
OG0001301	2	6183.Smp_090890.1	22q13 Pim-3 proto-oncogene_ serine/threonine kinase [Homo sapiens]
OG0001304	2	6183.Smp_091460.1	1q31 glutamate-ammonia ligase [Homo sapiens]
OG0001305	2	6183.Smp_091470.1	17q12-q21 aminopeptidase puromycin sensitive [Homo sapiens]
OG0001306	2	6183.Smp_091650.1	20q13.2 ATPase_ class II_ type 9A [Homo sapiens]
OG0001307	2	6183.Smp_091770.1	8p11.21 farnesyltransferase_ CAAX box_ alpha [Homo sapiens]
OG0001309	2	6183.Smp_092280.1	14q23 proteasome subunit alpha 3 [Homo sapiens]
OG0001310	2	6183.Smp_092320.1	19p13.1 elongation factor RNA polymerase II [Homo sapiens]
OG0001311	2	6183.Smp_092530.2	16q23 adaptor related protein complex 1 gamma 1 subunit [Homo sapiens]
OG0001312	2	6183.Smp_092770.1	3q21.3 coatomer protein complex subunit gamma 1 [Homo sapiens]
OG0001313	2	6183.Smp_092850.3	1q42.12-q43 SprT-like N-terminal domain [Homo sapiens]
OG0001314	2	6183.Smp_093220.1	17q11.2 ankyrin repeat domain 13B [Homo sapiens]
OG0001315	2	6183.Smp_093440.1	19q13.4 ribosomal protein S5 [Homo sapiens]
OG0001317	2	6183.Smp_093750.2	14q21.3 eukaryotic translation initiation factor 2 subunit alpha [Homo sapiens]
OG0001320	2	6183.Smp_094060.1	2q36.2 phenylalanyl-tRNA synthetase beta subunit [Homo sapiens]
OG0001321	2	6183.Smp_094140.1	2q14-q21 minichromosome maintenance complex component 6 [Homo sapiens]
OG0001323	2	6183.Smp_094250.1	16p13.3 3-phosphoinositide dependent protein kinase 1 [Homo sapiens]
OG0001324	2	6183.Smp_094330.1	11q13.1-q13.2 phosphofurin acidic cluster sorting protein 1 [Homo sapiens]
OG0001325	2	6183.Smp_094380.1	17q11.2 PHD finger protein 12 [Homo sapiens]
OG0001329	2	6183.Smp_094810.1	1p32 peptidylprolyl isomerase E _cyclophilin E_ [Homo sapiens]
OG0001330	2	6183.Smp_095130.1	11q23.3 hydroxymethylbilane synthase [Homo sapiens]
OG0001331	2	6183.Smp_095150.1	Xp22.2-p22.1 eukaryotic translation initiation factor 2 subunit gamma [Homo sapiens]
OG0001333	2	6183.Smp_095680.1	5q31 zinc finger_ matrin-type 2 [Homo sapiens]
OG0001334	2	6183.Smp_095910.1	11q24.2 SRP receptor alpha subunit [Homo sapiens]
OG0001335	2	6183.Smp_096020.2	1p13 adenosylhomocysteinase like 1 [Homo sapiens]
OG0001337	2	6183.Smp_096450.1	17q21.31 elongation factor Tu GTP binding domain containing 2 [Homo sapiens]
OG0001338	2	6183.Smp_096750.1	11p ribosomal protein S13 [Homo sapiens]
OG0001340	2	6183.Smp_096780.1	4q12 transmembrane protein 165 [Homo sapiens]
OG0001341	2	6183.Smp_096810.1	11q13 splicing factor 3b subunit 2 [Homo sapiens]
OG0001347	2	6183.Smp_097810.1	11q13.1 OTU deubiquitinase_ ubiquitin aldehyde binding 1 [Homo sapiens]
OG0001348	2	6183.Smp_097820.1	15q15.2 tau tubulin kinase 2 [Homo sapiens]
OG0001349	2	6183.Smp_097830.1	19q13.4 leukocyte receptor cluster _LRC_ member 8 [Homo sapiens]
OG0001350	2	6183.Smp_098320.1	14q32.12 inositol-tetrakisphosphate 1-kinase [Homo sapiens]
OG0001351	2	6183.Smp_098760.1	3q26.33 transducin _beta_-like 1 X-linked receptor 1 [Homo sapiens]
OG0001352	2	6183.Smp_098960.1	17p13 ribosomal protein L26 [Homo sapiens]
OG0001353	2	6183.Smp_099030.1	20p13 casein kinase 2_ alpha 1 polypeptide [Homo sapiens]
OG0001355	2	6183.Smp_099630.1	3q28 fragile X mental retardation_ autosomal homolog 1 [Homo sapiens]
OG0001358	2	6183.Smp_099690.1	1p36 retention in endoplasmic reticulum sorting receptor 1 [Homo sapiens]
OG0001359	2	6183.Smp_099900.1	2q32.1 zinc finger CCCH-type containing 15 [Homo sapiens]
OG0001360	2	6183.Smp_099930.1	5q35.1 F-box and WD repeat domain containing 11 [Homo sapiens]
OG0001361	2	6183.Smp_100010.1	3p24.3 phospholipase C like 2 [Homo sapiens]
OG0001362	2	6183.Smp_100030.1	10q11.21 BMS1_ ribosome biogenesis factor [Homo sapiens]
OG0001364	2	6183.Smp_101290.2	2p14 ARP2 actin-related protein 2 homolog _yeast_ [Homo sapiens]
OG0001365	2	6183.Smp_101310.1	11q23.3 histone H4 transcription factor [Homo sapiens]
OG0001366	2	6183.Smp_101450.1	8q13.3 ribosomal protein L7 [Homo sapiens]
OG0001368	2	6183.Smp_102450.1	9p24.1-p23 RNA terminal phosphate cyclase-like 1 [Homo sapiens]
OG0001372	2	6183.Smp_103160.2	Xq22.3-q23 acyl-CoA synthetase long-chain family member 4 [Homo sapiens]
OG0001375	2	6183.Smp_103540.2	16p13 transcription factor AP-4 _activating enhancer binding protein 4_ [Homo sapiens]
OG0001376	2	6183.Smp_103710.1	16p13.3 ubiquitin conjugating enzyme E2I [Homo sapiens]
OG0001377	2	6183.Smp_103810.1	22q11.2 eukaryotic translation initiation factor 4E nuclear import factor 1 [Homo sapiens]
OG0001379	2	6183.Smp_104030.3	8q24.3 scribbled planar cell polarity protein [Homo sapiens]
OG0001380	2	6183.Smp_104330.1	14q23.1 dihydrolipoamide S-succinyltransferase _E2 component of 2-oxo-glutarate complex_ [Homo sapiens]
OG0001383	2	6183.Smp_104870.1	4q31.2-q32.1 pleiotropic regulator 1 [Homo sapiens]
OG0001385	2	6183.Smp_105700.1	2q11.2 small nuclear ribonucleoprotein_ U5 200kDa subunit [Homo sapiens]
OG0001386	2	6183.Smp_105860.1	14q24.3 SNW domain containing 1 [Homo sapiens]
OG0001387	2	6183.Smp_105960.1	7q22-q32 DnaJ heat shock protein family _Hsp40_ member C2 [Homo sapiens]
OG0001388	2	6183.Smp_105970.1	11p13 cell cycle associated protein 1 [Homo sapiens]
OG0001389	2	6183.Smp_106060.1	9q34 solute carrier family 25 _mitochondrial carrier; phosphate carrier__ member 25 [Homo sapiens]
OG0001390	2	6183.Smp_106130.2	5q31.1 heat shock protein family A _Hsp70_ member 9 [Homo sapiens]
OG0001399	2	6183.Smp_118100.1	1p31.3 receptor tyrosine kinase-like orphan receptor 1 [Homo sapiens]
OG0001401	2	6183.Smp_119310.1	17q23.3 proteasome 26S subunit_ ATPase 5 [Homo sapiens]
OG0001402	2	6183.Smp_119980.1	3q26.2 SEC62 homolog_ preprotein translocation factor [Homo sapiens]
OG0001403	2	6183.Smp_120320.1	22q12.2 splicing factor 3a subunit 1 [Homo sapiens]
OG0001405	2	6183.Smp_120980.1	7q31 inhibitor of growth family member 3 [Homo sapiens]
OG0001406	2	6183.Smp_121420.1	17q21.31 N-myristoyltransferase 1 [Homo sapiens]
OG0001407	2	6183.Smp_121920.1	10q25 solute carrier family 18 _vesicular monoamine transporter__ member 2 [Homo sapiens]
OG0001409	2	6183.Smp_122370.2	7q11.23 bromodomain adjacent to zinc finger domain 1B [Homo sapiens]
OG0001412	2	6183.Smp_122840.1	14q32.32 eukaryotic translation initiation factor 5 [Homo sapiens]
OG0001413	2	6183.Smp_122890.1	14q32.31 WD repeat domain 20 [Homo sapiens]
OG0001414	2	6183.Smp_122910.1	1p36 mechanistic target of rapamycin _serine/threonine kinase_ [Homo sapiens]
OG0001415	2	6183.Smp_123000.2	1p36.33 SKI proto-oncogene [Homo sapiens]
OG0001416	2	6183.Smp_123165.1	5q33.1 dynactin subunit 4 [Homo sapiens]
OG0001417	2	6183.Smp_123390.1	11q13.1 D4_ zinc and double PHD fingers family 2 [Homo sapiens]
OG0001418	2	6183.Smp_123500.1	12q24.31 DEAH _Asp-Glu-Ala-His_ box polypeptide 37 [Homo sapiens]
OG0001420	2	6183.Smp_123650.1	1q25.2-q25.3 prostaglandin-endoperoxide synthase 2 _prostaglandin G/H synthase and cyclooxygenase_ [Homo sapiens]
OG0001421	2	6183.Smp_123710.1	17q12 acetyl-CoA carboxylase alpha [Homo sapiens]
OG0001422	2	6183.Smp_123810.1	19q13.32 interferon regulatory factor 2 binding protein 1 [Homo sapiens]
OG0001423	2	6183.Smp_124020.1	2q21 heparan sulfate 6-O-sulfotransferase 1 [Homo sapiens]
OG0001424	2	6183.Smp_124100.1	19q13.3 CLK4-associating serine/arginine rich protein [Homo sapiens]
OG0001425	2	6183.Smp_124220.1	9q34 nucleoporin 214kDa [Homo sapiens]
OG0001426	2	6183.Smp_124300.1	1q42.1 lamin B receptor [Homo sapiens]
OG0001428	2	6183.Smp_124430.1	11p15.2 coatomer protein complex subunit beta 1 [Homo sapiens]
OG0001429	2	6183.Smp_124460.1	4q31 ATP binding cassette subfamily E member 1 [Homo sapiens]
OG0001431	2	6183.Smp_124640.1	15q13 aquarius intron-binding spliceosomal factor [Homo sapiens]
OG0001433	2	6183.Smp_124780.1	1q42.3 AT-rich interaction domain 4B [Homo sapiens]
OG0001434	2	6183.Smp_124820.1	2p15 exportin 1 [Homo sapiens]
OG0001437	2	6183.Smp_125360.1	15q24.1 c-src tyrosine kinase [Homo sapiens]
OG0001438	2	6183.Smp_125370.1	12q13.13 mitogen-activated protein kinase kinase kinase 12 [Homo sapiens]
OG0001439	2	6183.Smp_125420.1	2q21.1-q21.3 calcitonin receptor like receptor [Homo sapiens]
OG0001442	2	6183.Smp_125680.1	6q22 REV3 like_ DNA directed polymerase zeta catalytic subunit [Homo sapiens]
OG0001443	2	6183.Smp_125690.1	12q13.3 ankyrin repeat domain 52 [Homo sapiens]
OG0001445	2	6183.Smp_125870.1	3q22 armadillo repeat containing 8 [Homo sapiens]
OG0001447	2	6183.Smp_126030.1	1q23.3 pre-B-cell leukemia homeobox 1 [Homo sapiens]
OG0001449	2	6183.Smp_126300.1	3q21.3 ATPase_ Ca++ transporting_ type 2C_ member 1 [Homo sapiens]
OG0001450	2	6183.Smp_126350.1	9q34.3 glutamate receptor_ ionotropic_ N-methyl D-aspartate 1 [Homo sapiens]
OG0001451	2	6183.Smp_126440.1	16q24.3 ankyrin repeat domain 11 [Homo sapiens]
OG0001452	2	6183.Smp_126490.1	19p13.2 lon peptidase 1_ mitochondrial [Homo sapiens]
OG0001455	2	6183.Smp_126740.1	12q23.1 SCY1-like_ kinase-like 2 [Homo sapiens]
OG0001456	2	6183.Smp_126760.1	2p16.1 proteasome activator subunit 4 [Homo sapiens]
OG0001457	2	6183.Smp_127020.1	3q28 ets variant 5 [Homo sapiens]
OG0001459	2	6183.Smp_127180.1	10p15.1 TATA-box binding protein associated factor 3 [Homo sapiens]
OG0001461	2	6183.Smp_127340.1	1q23.3 NADH_ubiquinone oxidoreductase core subunit S2 [Homo sapiens]
OG0001465	2	6183.Smp_127680.1	5q22 Dmx-like 1 [Homo sapiens]
OG0001466	2	6183.Smp_127730.1	17q21.2 ATP citrate lyase [Homo sapiens]
OG0001470	2	6183.Smp_127940.1	4q13.3 solute carrier family 4 _sodium bicarbonate cotransporter__ member 4 [Homo sapiens]
OG0001471	2	6183.Smp_128050.1	20q13 CSE1 chromosome segregation 1-like _yeast_ [Homo sapiens]
OG0001472	2	6183.Smp_128120.1	3p21 polybromo 1 [Homo sapiens]
OG0001473	2	6183.Smp_128150.1	11q12-q13 oxysterol binding protein [Homo sapiens]
OG0001474	2	6183.Smp_128200.2	15q23 kinesin family member 23 [Homo sapiens]
OG0001476	2	6183.Smp_128330.1	21q22.3 v-ets avian erythroblastosis virus E26 oncogene homolog [Homo sapiens]
