Orthogroup	protein_mansoni	sequence_Saccharomyces cerevisiae
OG0001170	6183.Smp_100380.1	NC_001142 Subunit of the GINS complex _Sld5p_ Psf1p_ Psf2p_ Psf3p__ which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery [Saccharomyces cerevisiae]
OG0001171	6183.Smp_100600.1, 6183.Smp_109870.1	
OG0001172	6183.Smp_101240.1	NC_001138 Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase_ forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence_ but substrate binding is similar [Saccharomyces cerevisiae]
OG0001173	6183.Smp_101290.2	NC_001136 Essential component of the Arp2/3 complex_ which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity [Saccharomyces cerevisiae]
OG0001174	6183.Smp_101450.1	NC_001146 Nucleolar protein with similarity to large ribosomal subunit L7 proteins; constituent of 66S pre-ribosomal particles; plays an essential role in processing of precursors to the large ribosomal subunit RNAs [Saccharomyces cerevisiae]
OG0001175	6183.Smp_102040.1, 6183.Smp_187870.1	
OG0001176	6183.Smp_102070.1, 6183.Smp_163610.1	
OG0001177	6183.Smp_102450.1	NC_001147 Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; similar to RNA terminal phosphate cyclase-like proteins but RNA cyclase activity not detected [Saccharomyces cerevisiae]
OG0001178	6183.Smp_102780.1, 6183.Smp_159650.1	
OG0001179	6183.Smp_102820.1	NC_001140 Component of the SSU processome_ which is required for pre-18S rRNA processing_ essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA [Saccharomyces cerevisiae]
OG0001180	6183.Smp_103100.1	NC_001138 Component of the nuclear pore complex_ required for nuclear pore formation; forms a subcomplex with Nsp1p_ Nup57p_ and Nup49p [Saccharomyces cerevisiae]
OG0001181	6183.Smp_103320.1, 6183.Smp_128650.2	
OG0001182	6183.Smp_103460.1	NC_001148 Beta subunit of the translation initiation factor eIF2_ involved in the identification of the start codon; proposed to be involved in mRNA binding [Saccharomyces cerevisiae]
OG0001183	6183.Smp_103710.1	NC_001136 SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome _APCC_ [Saccharomyces cerevisiae]
OG0001184	6183.Smp_103790.1	NC_001145 Alpha-tubulin; associates with beta-tubulin _Tub2p_ to form tubulin dimer_ which polymerizes to form microtubules [Saccharomyces cerevisiae]
OG0001185	6183.Smp_104390.1, 6183.Smp_140170.1	
OG0001186	6183.Smp_104450.1, 6183.Smp_104460.1	
OG0001187	6183.Smp_104470.1	NC_001136 Lysyl-tRNA synthetase [Saccharomyces cerevisiae]
OG0001188	6183.Smp_104660.1	NC_001137 RNA binding protein_ part of U3 snoRNP involved in rRNA processing_ part of U4/U6-U5 tri-snRNP involved in mRNA splicing_ similar to human 15.5K protein [Saccharomyces cerevisiae]
OG0001189	6183.Smp_104870.1	NC_001148 Splicing factor that is found in the Cef1p subcomplex of the spliceosome [Saccharomyces cerevisiae]
OG0001190	6183.Smp_104960.1	NC_001136 Essential t-SNARE that forms a complex with Tlg2p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT _Vps fifty-three_ through interaction with Vps51p [Saccharomyces cerevisiae]
OG0001191	6183.Smp_105040.1, 6183.Smp_172270.1	
OG0001192	6183.Smp_105200.3, 6183.Smp_158320.2	
OG0001193	6183.Smp_105680.1	NC_001142 Alpha subunit of the oligosaccharyltransferase complex of the ER lumen_ which catalyzes asparagine-linked glycosylation of newly synthesized proteins [Saccharomyces cerevisiae]
OG0001194	6183.Smp_105860.1	NC_001133 Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene [Saccharomyces cerevisiae]
OG0001195	6183.Smp_105930.1	NC_001145 RNA binding protein with preference for single stranded tracts of U's involved in synthesis of both 18S and 5.8S rRNAs; component of both the ribosomal small subunit _SSU_ processosome and the 90S preribosome [Saccharomyces cerevisiae]
OG0001196	6183.Smp_106050.1	NC_001148 17-kDa component of the U4/U6aU5 tri-snRNP_ plays an essential role in pre-mRNA splicing_ orthologue of hDIM1_ the human U5-specific 15-kDa protein [Saccharomyces cerevisiae]
OG0001197	6183.Smp_108610.1, 6183.Smp_177780.1	
OG0001198	6183.Smp_109300.1, 6183.Smp_205550.1	
OG0001199	6183.Smp_109340.1, 6183.Smp_149750.1	
OG0001200	6183.Smp_112520.1, 6183.Smp_178360.1	
OG0001201	6183.Smp_113610.1, 6183.Smp_154920.1	
OG0001202	6183.Smp_113640.1, 6183.Smp_186670.1	
OG0001203	6183.Smp_113760.1, 6183.Smp_205800.1	
OG0001204	6183.Smp_114240.1, 6183.Smp_186180.1	
OG0001205	6183.Smp_114340.1, 6183.Smp_212020.1	
OG0001206	6183.Smp_115060.1	NC_001135 Essential nucleolar protein required for the synthesis of 18S rRNA and for the assembly of 40S ribosomal subunit [Saccharomyces cerevisiae]
OG0001207	6183.Smp_117390.1, 6183.Smp_205620.1	
OG0001208	6183.Smp_119310.1	NC_001139 One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle [Saccharomyces cerevisiae]
OG0001209	6183.Smp_119980.1	NC_001148 Essential subunit of Sec63 complex _Sec63p_ Sec62p_ Sec66p and Sec72p_; with Sec61 complex_ Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER [Saccharomyces cerevisiae]
OG0001210	6183.Smp_120350.1	NC_001137 Nucleolar protein_ component of the small subunit _SSU_ processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA [Saccharomyces cerevisiae]
OG0001211	6183.Smp_120360.1	NC_001142 Dead-box family ATP dependent helicase required for mRNA export from the nucleus; co-factor of the exosome complex_ required for 3' end formation of 5.8S rRNA [Saccharomyces cerevisiae]
OG0001212	6183.Smp_120740.1	NC_001134 Component of the small-subunit _SSU_ processome_ which is involved in the biogenesis of the 18S rRNA [Saccharomyces cerevisiae]
OG0001213	6183.Smp_121420.1	NC_001144 N-myristoyl transferase_ catalyzes the cotranslational_ covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction [Saccharomyces cerevisiae]
OG0001214	6183.Smp_121430.2	NC_001137 Beta 3 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit C10 [Saccharomyces cerevisiae]
OG0001215	6183.Smp_121640.1	NC_001139 TFIIF _Transcription Factor II_ middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30 [Saccharomyces cerevisiae]
OG0001216	6183.Smp_121800.1	NC_001133 Subunit of heterotrimeric Replication Protein A _RPA__ which is a highly conserved single-stranded DNA binding protein involved in DNA replication_ repair_ and recombination [Saccharomyces cerevisiae]
OG0001217	6183.Smp_121810.1	NC_001141 Protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing_ forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p [Saccharomyces cerevisiae]
OG0001218	6183.Smp_122060.1, 6183.Smp_127190.1	
OG0001219	6183.Smp_122760.3, 6183.Smp_181720.1	
OG0001220	6183.Smp_122840.1	NC_001148 Translation initiation factor eIF-5; N-terminal domain functions as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP; C-terminal domain is the core of ribosomal preinitiation complex formation [Saccharomyces cerevisiae]
OG0001221	6183.Smp_123300.1, 6183.Smp_155050.1	
OG0001222	6183.Smp_123640.1, 6183.Smp_210820.1	
OG0001223	6183.Smp_123710.1	NC_001146 Acetyl-CoA carboxylase_ biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA; required for de novo biosynthesis of long-chain fatty acids [Saccharomyces cerevisiae]
OG0001224	6183.Smp_124120.1	NC_001148 Second largest subunit of DNA polymerase II _DNA polymerase epsilon__ required for normal yeast chromosomal replication; expression peaks at the G1/S phase boundary; potential Cdc28p substrate [Saccharomyces cerevisiae]
OG0001225	6183.Smp_124340.1, 6183.Smp_162060.1	
OG0001226	6183.Smp_124430.1	NC_001136 Essential beta-coat protein of the COPI coatomer_ involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein _beta-COP_ [Saccharomyces cerevisiae]
OG0001227	6183.Smp_124440.1, 6183.Smp_141770.1	
OG0001228	6183.Smp_124460.1	NC_001136 Essential iron-sulfur protein required for ribosome biogenesis and translation initiation; facilitates binding of a multifactor complex _MFC_ of translation initiation factors to the small ribosomal subunit; predicted ABC family ATPase [Saccharomyces cerevisiae]
OG0001229	6183.Smp_124530.1, 6183.Smp_134050.1	
OG0001230	6183.Smp_124600.1, 6183.Smp_170130.1	
OG0001231	6183.Smp_124730.1, 6183.Smp_158130.1	
OG0001232	6183.Smp_124820.1	NC_001139 Major karyopherin_ involved in export of proteins_ RNAs_ and ribosomal subunits from the nucleus; exportin [Saccharomyces cerevisiae]
OG0001233	6183.Smp_124890.1, 6183.Smp_173360.1	
OG0001234	6183.Smp_124920.1	NC_001145 Thiol oxidase required for oxidative protein folding in the endoplasmic reticulum [Saccharomyces cerevisiae]
OG0001235	6183.Smp_124940.1	NC_001148 Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin [Saccharomyces cerevisiae]
OG0001236	6183.Smp_124970.1	NC_001136 Phosphatidylinositol-4-phosphate 5-kinase_ involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation [Saccharomyces cerevisiae]
OG0001237	6183.Smp_125050.1, 6183.Smp_125340.1	
OG0001238	6183.Smp_125640.1, 6183.Smp_148320.1	
OG0001239	6183.Smp_125770.2, 6183.Smp_130170.1	
OG0001240	6183.Smp_125780.1, 6183.Smp_127890.1	
OG0001241	6183.Smp_125940.1, 6183.Smp_125950.1	
OG0001242	6183.Smp_126260.1, 6183.Smp_141950.1	
OG0001243	6183.Smp_126370.1	NC_001134 RNA polymerase subunit ABC27_ common to RNA polymerases I_ II_ and III; contacts DNA and affects transactivation [Saccharomyces cerevisiae]
OG0001244	6183.Smp_126630.1, 6183.Smp_146930.1	
OG0001245	6183.Smp_126650.1	NC_001136 Flavin adenine dinucleotide _FAD_ synthetase_ performs the second step in synthesis of FAD from riboflavin [Saccharomyces cerevisiae]
OG0001246	6183.Smp_127100.1	NC_001139 Single-stranded telomeric DNA-binding protein_ required for normal telomere length; null mutant lacks N6-threonylcarbamoyl adenosine _t6A_ modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family [Saccharomyces cerevisiae]
OG0001247	6183.Smp_127140.1, 6183.Smp_168040.1	
OG0001248	6183.Smp_127280.1, 6183.Smp_134390.1	
OG0001249	6183.Smp_127480.1, 6183.Smp_166590.1	
OG0001250	6183.Smp_127510.1, 6183.Smp_143870.1	
OG0001251	6183.Smp_127600.1, 6183.Smp_172050.1	
OG0001252	6183.Smp_127780.1, 6183.Smp_140100.1	
OG0001253	6183.Smp_127810.1, 6183.Smp_196920.1	
OG0001254	6183.Smp_127820.1, 6183.Smp_172070.1	
OG0001255	6183.Smp_128050.1	NC_001139 Nuclear envelope protein that mediates the nuclear export of importin alpha _Srp1p__ homolog of metazoan CAS protein_ required for accurate chromosome segregation [Saccharomyces cerevisiae]
OG0001256	6183.Smp_128250.1, 6183.Smp_148740.1	
OG0001257	6183.Smp_128360.1, 6183.Smp_134440.2	
OG0001258	6183.Smp_128520.1, 6183.Smp_128530.1	
OG0001259	6183.Smp_128810.1	NC_001142 Glycosylphosphatidylinositol-alpha 1_4 mannosyltransferase I_ involved in GPI anchor biosynthesis_ requires Pbn1p for function; homolog of mammalian PIG-M [Saccharomyces cerevisiae]
OG0001260	6183.Smp_128840.1	NC_001136 RNA polymerase II subunit B16; forms two subunit dissociable complex with Rpb4p [Saccharomyces cerevisiae]
OG0001261	6183.Smp_129160.1, 6183.Smp_157720.1	
OG0001262	6183.Smp_129240.1, 6183.Smp_138600.1	
OG0001263	6183.Smp_129260.1, 6183.Smp_145810.1	
OG0001264	6183.Smp_129290.1, 6183.Smp_134030.1	
OG0001265	6183.Smp_129320.1	NC_001145 Essential splicing factor; associated with Prp19p and the spliceosome_ contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association_ evolutionarily conserved and homologous to S. pombe Cdc5p [Saccharomyces cerevisiae]
OG0001266	6183.Smp_129360.1, 6183.Smp_153920.1	
OG0001267	6183.Smp_129430.1, 6183.Smp_161530.1	
OG0001268	6183.Smp_129550.1, 6183.Smp_129580.1	
OG0001269	6183.Smp_130070.1, 6183.Smp_132700.1	
OG0001270	6183.Smp_130430.1, 6183.Smp_205840.1	
OG0001271	6183.Smp_130460.1	NC_001137 Essential component of the conserved oligomeric Golgi complex _Cog1p through Cog8p__ a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments [Saccharomyces cerevisiae]
OG0001272	6183.Smp_130650.1, 6183.Smp_137040.1	
OG0001273	6183.Smp_130660.1, 6183.Smp_163320.1	
OG0001274	6183.Smp_130690.1, 6183.Smp_132000.1	
OG0001275	6183.Smp_130710.1, 6183.Smp_167040.1	
OG0001276	6183.Smp_130730.1, 6183.Smp_178010.1	
OG0001277	6183.Smp_130850.1	NC_001147 Protein component of the small _40S_ ribosomal subunit; has similarity to E. coli S19 and rat S15 ribosomal proteins [Saccharomyces cerevisiae]
OG0001278	6183.Smp_130900.1, 6183.Smp_170990.1	
OG0001279	6183.Smp_131030.1, 6183.Smp_143750.1	
OG0001280	6183.Smp_131070.1	NC_001144 Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation_ chromosome segregation_ chromatin binding of condensin_ tRNA gene clustering at the nucleolus_ and silencing at the mating type locus [Saccharomyces cerevisiae]
OG0001281	6183.Smp_131090.1	NC_001141 Probable phosphopantothenoylcysteine synthetase _PPCS__ which catalyzes the second step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC _encoding a bifunctional enzyme with PPCS activity_ [Saccharomyces cerevisiae]
OG0001282	6183.Smp_131100.1	NC_001134 Essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein [Saccharomyces cerevisiae]
OG0001283	6183.Smp_131380.1, 6183.Smp_164040.1	
OG0001284	6183.Smp_131420.1, 6183.Smp_203220.1	
OG0001285	6183.Smp_131560.1	NC_001145 Carboxy-terminal domain _CTD_ phosphatase_ essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit _Rpo21p_ [Saccharomyces cerevisiae]
OG0001286	6183.Smp_131660.1	NC_001138 Metalloprotease subunit of the 19S regulatory particle of the 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates [Saccharomyces cerevisiae]
OG0001287	6183.Smp_132030.1	NC_001140 RNA polymerase subunit_ found in RNA polymerase complexes I_ II_ and III [Saccharomyces cerevisiae]
OG0001288	6183.Smp_132050.1, 6183.Smp_161080.1	
OG0001289	6183.Smp_132350.1	NC_001144 Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport; also binds to chromatin to promote the association of DNA replication factors and replication initiation [Saccharomyces cerevisiae]
OG0001290	6183.Smp_132590.1	NC_001136 Constituent of 66S pre-ribosomal particles_ required for large _60S_ ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein [Saccharomyces cerevisiae]
OG0001291	6183.Smp_132640.1	NC_001148 Phosphatidylinositol synthase_ required for biosynthesis of phosphatidylinositol_ which is a precursor for polyphosphoinositides_ sphingolipids_ and glycolipid anchors for some of the plasma membrane proteins [Saccharomyces cerevisiae]
OG0001292	6183.Smp_132670.1, 6183.Smp_199400.1	
OG0001293	6183.Smp_132690.1	NC_001148 Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as reptin; member of the RUVB-like protein family [Saccharomyces cerevisiae]
OG0001294	6183.Smp_132840.1, 6183.Smp_168410.1	
OG0001295	6183.Smp_132930.1, 6183.Smp_169170.1	
OG0001296	6183.Smp_133300.1	NC_001147 Nuclear 5' to 3' single-stranded RNA exonuclease_ involved in RNA metabolism_ including rRNA and snRNA processing as well as mRNA transcription termination [Saccharomyces cerevisiae]
OG0001297	6183.Smp_133350.1	NC_001148 Putative GTPase that associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins [Saccharomyces cerevisiae]
OG0001298	6183.Smp_133440.1	NC_001136 ER membrane protein involved in a late step of glycosylphosphatidylinositol _GPI_ anchor assembly; involved in the addition of phosphoethanolamine to the multiply mannosylated GPI intermediate; human PIG-Fp is a functional homolog [Saccharomyces cerevisiae]
OG0001299	6183.Smp_133600.1	NC_001143 UDP-glucose pyrophosphorylase _UGPase__ catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP_ involved in a wide variety of metabolic pathways_ expression modulated by Pho85p through Pho4p [Saccharomyces cerevisiae]
OG0001300	6183.Smp_133680.1, 6183.Smp_155860.1	
OG0001301	6183.Smp_133700.1	NC_001147 Protein required for beta-1_6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects [Saccharomyces cerevisiae]
OG0001302	6183.Smp_133890.1, 6183.Smp_133900.1	
OG0001303	6183.Smp_134010.1	NC_001139 Essential protein with two zinc fingers_ present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr1p; binds to translation elongation factor eEF-1 _Tef1p_ [Saccharomyces cerevisiae]
OG0001304	6183.Smp_134200.1, 6183.Smp_147240.1	
OG0001305	6183.Smp_134400.1	NC_001134 Subunit of the ARP2/3 complex_ which is required for the motility and integrity of cortical actin patches [Saccharomyces cerevisiae]
OG0001306	6183.Smp_134530.1, 6183.Smp_159140.1	
OG0001307	6183.Smp_134790.1	NC_001145 TFIID subunit _40 kDa__ involved in RNA polymerase II transcription initiation_ similar to histone H3 with atypical histone fold motif of Spt3-like transcription factors [Saccharomyces cerevisiae]
OG0001308	6183.Smp_134950.1, 6183.Smp_136850.2	
OG0001309	6183.Smp_135120.1	NC_001145 Protein required for maturation of the 25S and 5.8S ribosomal RNAs; constituent of 66S pre-ribosomal particles; homologous to mammalian Bop1 [Saccharomyces cerevisiae]
OG0001310	6183.Smp_135130.1, 6183.Smp_143220.1	
OG0001311	6183.Smp_135140.1, 6183.Smp_141660.1	
OG0001312	6183.Smp_135280.1	NC_001136 Guanine nucleotide exchange factor _GEF_ for ADP ribosylation factors involved in proliferation of the Golgi_ intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles [Saccharomyces cerevisiae]
OG0001313	6183.Smp_135540.1, 6183.Smp_177600.1	
OG0001314	6183.Smp_136010.1	NC_001144 Nucleolar protein_ specifically associated with the U3 snoRNA_ part of the large ribonucleoprotein complex known as the small subunit _SSU_ processome_ required for 18S rRNA biogenesis_ part of the active pre-rRNA processing complex [Saccharomyces cerevisiae]
OG0001315	6183.Smp_136110.1, 6183.Smp_172990.1	
OG0001316	6183.Smp_136260.2	NC_001143 Glutamine-fructose-6-phosphate amidotransferase_ catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis [Saccharomyces cerevisiae]
OG0001317	6183.Smp_136280.1, 6183.Smp_173440.1	
OG0001318	6183.Smp_136410.1, 6183.Smp_137460.1	
OG0001319	6183.Smp_136470.1, 6183.Smp_153520.1	
OG0001320	6183.Smp_136520.1	NC_001144 Component of the core form of RNA polymerase transcription factor TFIIH_ which has both protein kinase and DNA-dependent ATPase/helicase activities and is essential for transcription and nucleotide excision repair; interacts with Tfb4p [Saccharomyces cerevisiae]
OG0001321	6183.Smp_136880.1, 6183.Smp_180190.1	
OG0001322	6183.Smp_136960.1	NC_001147 Putative protein_ predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis [Saccharomyces cerevisiae]
OG0001323	6183.Smp_137190.1	NC_001136 Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog is mutated in Friedrich's ataxia [Saccharomyces cerevisiae]
OG0001324	6183.Smp_137430.1	NC_001145 Protein involved in pre-mRNA splicing; component of the pre-spliceosome; associates with U2 snRNA; involved in ER to Golgi transport [Saccharomyces cerevisiae]
OG0001325	6183.Smp_137650.1	NC_001143 Nuclear pore protein involved in nuclear export of pre-tRNA [Saccharomyces cerevisiae]
OG0001326	6183.Smp_138060.1, 6183.Smp_138080.1	
OG0001327	6183.Smp_138300.1, 6183.Smp_174630.1	
OG0001328	6183.Smp_138440.1, 6183.Smp_176060.1	
OG0001329	6183.Smp_138880.1, 6183.Smp_139980.1	
OG0001330	6183.Smp_138930.2	NC_001140 Protein of unknown function that may interact with ribosomes_ based on co-purification experiments; has similarity to proline-tRNA ligase; YHR020W is an essential gene [Saccharomyces cerevisiae]
OG0001331	6183.Smp_139290.1, 6183.Smp_142020.1	
OG0001332	6183.Smp_139520.1, 6183.Smp_141030.1	
OG0001333	6183.Smp_139740.1, 6183.Smp_154850.1	
OG0001334	6183.Smp_140020.1, 6183.Smp_165200.1	
OG0001335	6183.Smp_140530.1	NC_001147 Subunit of heteropentameric Replication factor C _RF-C__ which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen _PCNA_ processivity factor for DNA polymerases delta and epsilon [Saccharomyces cerevisiae]
OG0001336	6183.Smp_140770.1, 6183.Smp_151410.1	
OG0001337	6183.Smp_140790.1	NC_001147 Ferrochelatase_ a mitochondrial inner membrane protein_ catalyzes the insertion of ferrous iron into protoporphyrin IX_ the eighth and final step in the heme biosynthetic pathway [Saccharomyces cerevisiae]
OG0001338	6183.Smp_140930.1, 6183.Smp_178370.1	
OG0001339	6183.Smp_141010.1, 6183.Smp_163750.1	
OG0001340	6183.Smp_141040.1, 6183.Smp_166080.2	
OG0001341	6183.Smp_141240.1	NC_001148 Essential conserved protein that is part of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains [Saccharomyces cerevisiae]
OG0001342	6183.Smp_141280.1, 6183.Smp_162450.1	
OG0001343	6183.Smp_141320.1, 6183.Smp_153970.1	
OG0001344	6183.Smp_141630.1	NC_001145 U2-snRNP associated splicing factor that forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155 [Saccharomyces cerevisiae]
OG0001345	6183.Smp_141860.1	NC_001141 Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis_ interacts with protein kinase Cbk1p and also with Kic1p [Saccharomyces cerevisiae]
OG0001346	6183.Smp_142120.1, 6183.Smp_162530.1	
OG0001347	6183.Smp_142220.1, 6183.Smp_144450.1	
OG0001348	6183.Smp_142250.1, 6183.Smp_194390.1	
OG0001349	6183.Smp_142360.1, 6183.Smp_197280.1	
OG0001350	6183.Smp_142550.1, 6183.Smp_163440.1	
OG0001351	6183.Smp_142630.1, 6183.Smp_167010.1	
OG0001352	6183.Smp_142890.1, 6183.Smp_168160.1	
OG0001353	6183.Smp_142910.1	NC_001136 Alpha subunit of COPI vesicle coatomer complex_ which surrounds transport vesicles in the early secretory pathway [Saccharomyces cerevisiae]
OG0001354	6183.Smp_142970.1, 6183.Smp_142980.1	
OG0001355	6183.Smp_143180.1, 6183.Smp_174800.1	
OG0001356	6183.Smp_143420.1, 6183.Smp_161120.1	
OG0001357	6183.Smp_143650.1	NC_001144 Huge dynein-related AAA-type ATPase _midasin__ forms extended pre-60S particle with the Rix1 complex _Rix1p-Ipi1p-Ipi3p__ may mediate ATP-dependent remodeling of 60S subunits and subsequent export from nucleoplasm to cytoplasm [Saccharomyces cerevisiae]
OG0001358	6183.Smp_143740.1	NC_001136 Uroporphyrinogen decarboxylase_ catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda [Saccharomyces cerevisiae]
OG0001359	6183.Smp_143760.1, 6183.Smp_146090.1	
OG0001360	6183.Smp_143810.1, 6183.Smp_162050.1	
OG0001361	6183.Smp_143980.1, 6183.Smp_155190.1	
OG0001362	6183.Smp_144000.1, 6183.Smp_144010.1	
OG0001363	6183.Smp_144030.1	NC_001134 Phosphatidate cytidylyltransferase _CDP-diglyceride synthetase_; an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol_ a critical step in the synthesis of all major yeast phospholipids [Saccharomyces cerevisiae]
OG0001364	6183.Smp_144490.1	NC_001146 Essential protein of unknown function; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance [Saccharomyces cerevisiae]
OG0001365	6183.Smp_144570.1, 6183.Smp_179710.1	
OG0001366	6183.Smp_144600.1, 6183.Smp_156500.1	
OG0001367	6183.Smp_144630.1, 6183.Smp_170560.1	
OG0001368	6183.Smp_144890.1, 6183.Smp_151280.1	
OG0001369	6183.Smp_144960.1, 6183.Smp_149080.1	
OG0001370	6183.Smp_145250.1, 6183.Smp_198530.1	
OG0001371	6183.Smp_145290.1, 6183.Smp_155890.1	
OG0001372	6183.Smp_145670.1	NC_001147 Essential subunit of Sec63 complex _Sec63p_ Sec62p_ Sec66p and Sec72p_; with Sec61 complex_ Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER [Saccharomyces cerevisiae]
OG0001373	6183.Smp_145720.1, 6183.Smp_206040.1	
OG0001374	6183.Smp_145740.1	NC_001142 Essential ATP-binding protein required for DNA replication_ component of the pre-replicative complex _pre-RC_ which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p [Saccharomyces cerevisiae]
OG0001375	6183.Smp_145760.1, 6183.Smp_179870.1	
OG0001376	6183.Smp_145800.1	NC_001140 Nucleolar protein involved in the assembly and export of the large ribosomal subunit; constituent of 66S pre-ribosomal particles; contains a sigma_70_-like motif_ which is thought to bind RNA [Saccharomyces cerevisiae]
OG0001377	6183.Smp_145870.1, 6183.Smp_178760.1	
OG0001378	6183.Smp_146030.1	NC_001144 Subunit of tRNA-specific adenosine-34 deaminase_ forms a heterodimer with Tad2p that converts adenosine to inosine at the wobble position of several tRNAs [Saccharomyces cerevisiae]
OG0001379	6183.Smp_146300.1, 6183.Smp_172190.1	
OG0001380	6183.Smp_146360.1, 6183.Smp_177240.1	
OG0001381	6183.Smp_147010.1	NC_001148 Transcription factor IIIA _TFIIIA__ essential protein with nine C2H2 Zn-fingers_ binds the 5S rRNA gene through the zinc finger domain and directs assembly of a multiprotein initiation complex for RNA polymerase III; also binds DNA [Saccharomyces cerevisiae]
OG0001382	6183.Smp_147360.1	NC_001145 Cleavage and polyadenylation factor I _CF I_ component involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex [Saccharomyces cerevisiae]
OG0001383	6183.Smp_147410.1, 6183.Smp_152690.1	
