Orthogroup	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0003587	6183.Smp_131800.1	NP_507517.2	AAF55567.2	
OG0003588	6183.Smp_131860.1	NP_495800.1	NP_523606.1	
OG0003589	6183.Smp_131900.1	NP_495175.1, NP_495176.1		
OG0003590	6183.Smp_131960.1	NP_495958.1	NP_608780.1	
OG0003591	6183.Smp_132000.1	NP_501888.2	AAF48900.3	
OG0003592	6183.Smp_132030.1	NP_501593.1		NP_012013.1
OG0003593	6183.Smp_132210.1	NP_492376.1	AAF50023.1	
OG0003594	6183.Smp_132300.1	NP_497178.1	NP_523934.1	
OG0003595	6183.Smp_132450.2	NP_493305.1	AAF45327.2	
OG0003596	6183.Smp_132540.1	NP_510437.2	NP_476727.1	
OG0003597	6183.Smp_132740.1	NP_501751.1, NP_501752.1		
OG0003598	6183.Smp_132870.1	NP_502122.1	AAF55010.1	
OG0003599	6183.Smp_132930.1	NP_493512.1	AAF55612.4	
OG0003600	6183.Smp_132940.1	NP_502796.1	AAF53213.2	
OG0003601	6183.Smp_132990.1, 6183.Smp_179000.1		AAF52001.1	
OG0003602	6183.Smp_133050.1	NP_499846.2	AAF51683.2	
OG0003603	6183.Smp_133110.1	NP_503148.1	AAF48249.1	
OG0003604	6183.Smp_133180.2	NP_509054.1	NP_476890.1	
OG0003605	6183.Smp_133230.1	NP_502795.2	NP_523898.1	
OG0003606	6183.Smp_133280.1	NP_498035.1	NP_573081.1	
OG0003607	6183.Smp_133440.1		AAF49133.2	NP_010588.1
OG0003608	6183.Smp_133590.1	NP_508464.2	AAF56286.2	
OG0003609	6183.Smp_133710.1		NP_524780.1	NP_012666.2
OG0003610	6183.Smp_133790.1	NP_509421.2	AAF55144.1	
OG0003611	6183.Smp_133820.1	NP_493378.1	AAF47231.2	
OG0003612	6183.Smp_133850.1	NP_491116.2	AAF53769.1	
OG0003613	6183.Smp_133860.1	NP_491869.1	NP_569948.3	
OG0003614	6183.Smp_133940.1	NP_492912.1	AAF51446.1	
OG0003615	6183.Smp_133990.2	NP_492743.3	NP_524909.1	
OG0003616	6183.Smp_134230.1		AAF50574.1	NP_015256.1
OG0003617	6183.Smp_134250.1	NP_501491.4	NP_523946.1	
OG0003618	6183.Smp_134360.1	NP_491031.2	AAF58349.1	
OG0003619	6183.Smp_134390.1	NP_510623.1	AAF54271.3	
OG0003620	6183.Smp_134570.1	NP_509975.1	AAF52459.1	
OG0003621	6183.Smp_134670.2	NP_495843.1	AAF46565.3	
OG0003622	6183.Smp_134820.1	NP_510535.2	P22270.2	
OG0003623	6183.Smp_134880.1	NP_493639.1	AAF47675.1	
OG0003624	6183.Smp_134890.1	NP_499429.1	AAF55241.1	
OG0003625	6183.Smp_134910.1	NP_510253.1	AAF49569.3	
OG0003626	6183.Smp_135040.1, 6183.Smp_149590.1, 6183.Smp_149600.1			
OG0003627	6183.Smp_135100.1	NP_501418.1	AAF50474.1	
OG0003628	6183.Smp_135110.1	NP_492644.2	AAF47037.3	
OG0003629	6183.Smp_135880.1	NP_493385.2	AAF50096.2	
OG0003630	6183.Smp_135910.1	NP_510607.2		NP_012569.1
OG0003631	6183.Smp_136270.1	NP_495088.1		NP_010969.1
OG0003632	6183.Smp_136280.1	NP_492769.1	AAF46074.1	
OG0003633	6183.Smp_136330.1	NP_509768.1	NP_609067.2	
OG0003634	6183.Smp_136360.1		AAF52011.1	NP_013857.1
OG0003635	6183.Smp_136400.1	NP_499095.1	AAF47623.2	
OG0003636	6183.Smp_136470.1	NP_494723.1	AAF49064.4	
OG0003637	6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1			
OG0003638	6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1			
OG0003639	6183.Smp_136770.1	NP_498287.1	NP_572562.1	
OG0003640	6183.Smp_136950.1	NP_504832.1	NP_572323.1	
OG0003641	6183.Smp_136980.1	NP_498641.1	AAF49370.2	
OG0003642	6183.Smp_137230.1	NP_502142.1	AAF52943.2	
OG0003643	6183.Smp_137390.1	NP_496320.4	NP_477480.1	
OG0003644	6183.Smp_137610.1	NP_491516.1	AAF57562.1	
OG0003645	6183.Smp_137650.1	NP_501320.2		NP_012717.1
OG0003646	6183.Smp_137870.1	NP_498027.2	AAF47232.2	
OG0003647	6183.Smp_137910.1	NP_493532.2	AAF54300.3	
OG0003648	6183.Smp_137960.1		AAF48004.2, AAF53624.1	
OG0003649	6183.Smp_138160.1	NP_495447.1	AAF54990.2	
OG0003650	6183.Smp_138180.1		AAD55391.1, AAF54400.2	
OG0003651	6183.Smp_138280.1	NP_499012.2	AAF52025.1	
OG0003652	6183.Smp_138300.1, 6183.Smp_174630.1	NP_492404.1		
OG0003653	6183.Smp_138430.1	NP_506125.1	NP_523380.2	
OG0003654	6183.Smp_138500.1	NP_509761.2	AAF58766.2	
OG0003655	6183.Smp_138670.1	NP_491381.1	NP_524284.1	
OG0003656	6183.Smp_138680.2, 6183.Smp_152850.1		NP_523584.1	
OG0003657	6183.Smp_138760.1	NP_495015.1	AAF49436.1	
OG0003658	6183.Smp_138910.1	NP_508229.1	AAF58176.1	
OG0003659	6183.Smp_139090.1	NP_495437.2	AAF47507.1	
OG0003660	6183.Smp_139200.1	NP_497731.1	NP_477119.1	
OG0003661	6183.Smp_139230.1	NP_498722.1	AAF52218.2	
OG0003662	6183.Smp_139250.1			NP_012423.1, NP_012962.3
OG0003663	6183.Smp_139360.1	NP_492181.1	NP_524325.1	
OG0003664	6183.Smp_139950.1	NP_492722.2	AAF52560.1	
OG0003665	6183.Smp_140080.1	NP_497788.1	AAF51095.1	
OG0003666	6183.Smp_140290.1	NP_492327.1	NP_611839.1	
OG0003667	6183.Smp_140480.1	NP_496152.1	NP_611940.1	
OG0003668	6183.Smp_140490.1	NP_509347.1	AAF55812.2	
OG0003669	6183.Smp_140550.1	NP_497724.2	AAF55944.2	
OG0003670	6183.Smp_140560.1	NP_493466.2, NP_494378.1		
OG0003671	6183.Smp_140770.1	NP_497295.1	AAF49044.3	
OG0003672	6183.Smp_140790.1		NP_524613.1	NP_014819.3
OG0003673	6183.Smp_140940.1	NP_508418.3	AAF56089.1	
OG0003674	6183.Smp_141000.1	NP_506614.2	AAF54812.1	
OG0003675	6183.Smp_141080.1	NP_496072.2	NP_608525.1	
OG0003676	6183.Smp_141380.1	NP_495185.1	NP_610733.1	
OG0003677	6183.Smp_141520.1	NP_501262.1	AAF59321.1	
OG0003678	6183.Smp_141580.1	NP_499145.2	AAF45892.1	
OG0003679	6183.Smp_141660.1	NP_491193.2	AAF53083.2	
OG0003680	6183.Smp_141680.1	NP_492597.1	AAF55346.2	
OG0003681	6183.Smp_141720.1	NP_500402.1	AAF56432.1	
OG0003682	6183.Smp_141820.3	NP_492675.1	AAF57835.1	
OG0003683	6183.Smp_141970.1	NP_495009.1	NP_610781.1	
OG0003684	6183.Smp_142270.1	NP_492034.1	AAF52934.2	
OG0003685	6183.Smp_142400.2	NP_497173.1	AAF56696.1	
OG0003686	6183.Smp_142600.1	NP_510137.2	AAF55751.3	
OG0003687	6183.Smp_142890.1	NP_490834.1	NP_612098.2	
OG0003688	6183.Smp_143020.1	NP_490958.1	NP_608573.1	
OG0003689	6183.Smp_143030.1	NP_505616.2	AAF56852.1	
OG0003690	6183.Smp_143110.1	NP_498117.3	AAF55313.2	
OG0003691	6183.Smp_143170.1	NP_506018.1	NP_569959.1	
OG0003692	6183.Smp_143240.1	NP_497264.2	AAF47736.3	
OG0003693	6183.Smp_143300.1	NP_499007.1, NP_499014.1		
OG0003694	6183.Smp_143350.1	NP_496355.1	AAF56117.1	
OG0003695	6183.Smp_143370.1	NP_495994.1	AAF49547.3	
OG0003696	6183.Smp_143390.1	NP_498764.1	AAF57230.2	
OG0003697	6183.Smp_143400.1, 6183.Smp_190110.1, 6183.Smp_210010.1			
OG0003698	6183.Smp_143430.1	NP_505995.2	AAF54375.1	
OG0003699	6183.Smp_143450.1, 6183.Smp_193960.1, 6183.Smp_199030.1			
OG0003700	6183.Smp_143570.1	NP_501092.1	NP_524366.1	
OG0003701	6183.Smp_143580.1		AAF50240.1, AAF50242.1	
OG0003702	6183.Smp_143680.1	NP_492775.2	AAF53381.3	
OG0003703	6183.Smp_143690.1	NP_491612.1	XP_080775.1	
OG0003704	6183.Smp_143730.1	NP_503367.1	NP_610551.1	
OG0003705	6183.Smp_143740.1		NP_610501.1	NP_010332.3
OG0003706	6183.Smp_143770.1	NP_509394.1	AAF52208.4	
OG0003707	6183.Smp_143780.1	NP_492063.1	NP_477356.1	
OG0003708	6183.Smp_143920.1	NP_504953.1	AAF49538.2	
OG0003709	6183.Smp_144200.1	NP_492048.1	AAF58102.2	
OG0003710	6183.Smp_144380.1	NP_509648.1	AAF56902.2	
OG0003711	6183.Smp_144540.1	NP_502594.2	AAF51325.2	
OG0003712	6183.Smp_144560.1	NP_509712.1	AAF49304.3	
OG0003713	6183.Smp_144860.1	NP_495036.3	AAF50317.3	
OG0003714	6183.Smp_145040.1	NP_498662.1	AAF58217.1	
OG0003715	6183.Smp_145050.1	NP_496819.1	AAF51539.2	
OG0003716	6183.Smp_145200.1	NP_498898.2	AAF58639.1	
OG0003717	6183.Smp_145250.1	NP_495797.1	NP_572861.1	
OG0003718	6183.Smp_145280.1	NP_504451.3	AAF55270.1	
OG0003719	6183.Smp_145300.1	NP_490898.1	NP_477225.1	
OG0003720	6183.Smp_145500.1	NP_497334.2	AAF50614.2	
OG0003721	6183.Smp_145970.1	NP_500916.1	NP_476868.1	
OG0003722	6183.Smp_145990.1			NP_010544.3, NP_013074.1
OG0003723	6183.Smp_146060.1	NP_490772.2	NP_524177.1	
OG0003724	6183.Smp_146140.1		AAF57348.2	NP_010718.1
OG0003725	6183.Smp_146250.1	NP_510020.2	AAF50054.2	
OG0003726	6183.Smp_146300.1		AAF56221.1	NP_011323.3
OG0003727	6183.Smp_146800.1	NP_500253.1	AAF56318.1	
OG0003728	6183.Smp_146900.1	NP_494872.2	AAF58269.2	
OG0003729	6183.Smp_147040.1	NP_495675.1	AAF58472.3	
OG0003730	6183.Smp_147120.1	NP_498867.1	AAF55865.1	
OG0003731	6183.Smp_147240.1	NP_505441.1	AAF51327.2	
OG0003732	6183.Smp_147370.1	NP_492274.3		NP_013723.1
OG0003733	6183.Smp_147390.1	NP_506694.3	NP_525085.3	
OG0003734	6183.Smp_147400.1	NP_490664.2	AAF47053.2	
OG0003735	6183.Smp_147560.1	NP_495866.2	AAF51667.2	
OG0003736	6183.Smp_147570.1	NP_499456.1	NP_610097.2	
OG0003737	6183.Smp_147620.1	NP_497003.3	NP_609449.1	
OG0003738	6183.Smp_147870.1	NP_496370.2	NP_609870.1	
OG0003739	6183.Smp_147890.1, 6183.Smp_168870.1, 6183.Smp_180980.1			
OG0003740	6183.Smp_148080.1, 6183.Smp_148090.1, 6183.Smp_148100.1			
OG0003741	6183.Smp_148120.1	NP_491403.1	NP_611557.2	
OG0003742	6183.Smp_148540.1	NP_506079.1	NP_609847.1	
OG0003743	6183.Smp_148560.1	NP_491034.1		NP_011560.3
OG0003744	6183.Smp_148670.1	NP_503402.3	AAF48410.1	
OG0003745	6183.Smp_148770.1	NP_498556.1		NP_014738.1
OG0003746	6183.Smp_148790.1	NP_500734.3	NP_476618.1	
OG0003747	6183.Smp_148920.1	NP_499776.1	Q9VDT6.1	
OG0003748	6183.Smp_148940.1	NP_503026.3	AAF46292.2	
OG0003749	6183.Smp_149040.1	NP_498777.2	Q9W391.2	
OG0003750	6183.Smp_149080.1	NP_498407.1	AAF51167.1	
OG0003751	6183.Smp_149870.1	NP_500891.2		NP_012996.1
OG0003752	6183.Smp_149950.1	NP_490766.2		NP_011793.3
OG0003753	6183.Smp_149980.1	NP_508443.1	AAF55135.5	
OG0003754	6183.Smp_150080.1	NP_491932.1	P16371.3	
OG0003755	6183.Smp_150140.1, 6183.Smp_150480.1, 6183.Smp_150490.1			
OG0003756	6183.Smp_150220.2	NP_498245.2	AAF51430.1	
OG0003757	6183.Smp_150260.1	NP_510290.1	AAF47198.2	
OG0003758	6183.Smp_150360.1	NP_492389.1	AAF54431.2	
OG0003759	6183.Smp_150380.1	NP_508389.1	AAF50568.1	
OG0003760	6183.Smp_150460.1	NP_498707.1		NP_014140.1
OG0003761	6183.Smp_150520.1	NP_502539.1	AAF55583.2	
OG0003762	6183.Smp_150610.1	NP_499994.4	AAF47568.1	
OG0003763	6183.Smp_150850.2	NP_498848.4	NP_611966.3	
OG0003764	6183.Smp_150960.1	NP_492228.1	AAF55140.1	
OG0003765	6183.Smp_150980.1	NP_499949.2	AAF55173.1	
OG0003766	6183.Smp_151040.1	NP_497951.2	AAF36977.1	
OG0003767	6183.Smp_151050.1	NP_499240.1	AAF55007.3	
OG0003768	6183.Smp_151190.1	NP_495490.1	NP_609246.1	
OG0003769	6183.Smp_151280.1	NP_494968.1	AAF49621.2	
OG0003770	6183.Smp_151720.1	NP_508832.2	XP_081974.1	
OG0003771	6183.Smp_151780.1	NP_497990.1	AAF49178.2	
OG0003772	6183.Smp_152010.1	NP_508402.1	NP_610425.1	
OG0003773	6183.Smp_152260.1	NP_505649.2	AAF51541.3	
OG0003774	6183.Smp_152430.1	NP_495581.2	AAF59355.3	
OG0003775	6183.Smp_152480.1, 6183.Smp_152500.1		AAF48450.4	
OG0003776	6183.Smp_152780.1, 6183.Smp_172420.1		AAF52092.4	
OG0003777	6183.Smp_152800.1		AAF48995.1	NP_010622.1
OG0003778	6183.Smp_152980.1	NP_495392.1	Q04787	
OG0003779	6183.Smp_153330.1, 6183.Smp_156080.1, 6183.Smp_159840.1			
OG0003780	6183.Smp_153590.1	NP_492270.1	NP_608648.1	
OG0003781	6183.Smp_153660.1	NP_496763.1	NP_523355.2	
OG0003782	6183.Smp_153820.1	NP_491423.1	Q9GQN5.2	
OG0003783	6183.Smp_153840.1	NP_497939.2	AAF46011.4	
OG0003784	6183.Smp_153960.1	NP_508175.1	NP_524184.1	
OG0003785	6183.Smp_154330.1	NP_507808.1	NP_523785.2	
OG0003786	6183.Smp_154440.1	NP_501603.3	AAF51744.6	
OG0003787	6183.Smp_154640.1	NP_497613.2	NP_572530.1	
OG0003788	6183.Smp_154690.1	NP_497965.2	NP_525041.1	
OG0003789	6183.Smp_154780.1	NP_492400.1		NP_015168.1
OG0003790	6183.Smp_155040.1	NP_492427.3	NP_611607.2	
OG0003791	6183.Smp_155060.2	NP_501543.1	P53997.2	
OG0003792	6183.Smp_155250.1	NP_502094.1	NP_524596.1	
OG0003793	6183.Smp_155400.1	NP_495114.3		NP_010402.3
OG0003794	6183.Smp_155700.1	NP_505155.2	AAF52190.2	
OG0003795	6183.Smp_155740.1	NP_498591.1	AAF57362.1	
OG0003796	6183.Smp_155780.1	NP_498616.1	AAF48098.3	
OG0003797	6183.Smp_156530.1	NP_491666.2, NP_491667.1		
OG0003798	6183.Smp_156860.1	NP_495591.2	AAF55788.4	
OG0003799	6183.Smp_156880.1	NP_502178.1	NP_608664.2	
OG0003800	6183.Smp_156900.1	NP_492323.1	AAF58083.1	
OG0003801	6183.Smp_157070.1	NP_502530.1	NP_608490.1	
OG0003802	6183.Smp_157140.2	NP_504629.1	AAF55996.2	
OG0003803	6183.Smp_157160.1	NP_506083.1	Q9VSS2.1	
OG0003804	6183.Smp_157230.1	NP_498222.1	AAF49373.2	
OG0003805	6183.Smp_157270.1	NP_509308.2	AAF52084.1	
OG0003806	6183.Smp_157290.1		NP_477106.1	NP_009455.3
OG0003807	6183.Smp_157340.1, 6183.Smp_197830.1	NP_496417.1		
OG0003808	6183.Smp_157520.1	NP_509799.1	NP_476723.1	
OG0003809	6183.Smp_157840.1	NP_495300.2	CAA07279.1	
OG0003810	6183.Smp_157930.1	NP_509760.2	NP_609029.1	
OG0003811	6183.Smp_157940.1	NP_492781.2	NP_611177.1	
OG0003812	6183.Smp_158310.1	NP_501915.2, NP_501916.2		
OG0003813	6183.Smp_158550.1, 6183.Smp_171690.1		AAF49966.3	
OG0003814	6183.Smp_158560.1	NP_504599.2	AAF47163.1	
OG0003815	6183.Smp_158580.1	NP_491397.1	AAF58292.2	
OG0003816	6183.Smp_158640.1	NP_498409.1	AAF47177.1	
OG0003817	6183.Smp_158710.1, 6183.Smp_158940.1, 6183.Smp_174120.1			
OG0003818	6183.Smp_158820.1	NP_508888.2	AAF54700.3	
OG0003819	6183.Smp_158920.1	NP_499560.1		NP_013691.1
OG0003820	6183.Smp_159190.1		AAF45331.1	NP_012676.3
OG0003821	6183.Smp_159230.1	NP_493577.1		NP_009602.1
OG0003822	6183.Smp_159340.1	NP_506683.2	AAF52775.2	
OG0003823	6183.Smp_159400.1	NP_491993.1	AAF47396.2	
OG0003824	6183.Smp_159620.1	NP_494895.1	NP_612008.1	
OG0003825	6183.Smp_159690.1	NP_492256.1	AAF57735.1	
OG0003826	6183.Smp_159750.1	NP_505711.2	NP_524905.1	
OG0003827	6183.Smp_159790.1	NP_495435.1	AAF57957.3	
OG0003828	6183.Smp_159800.1, 6183.Smp_159830.1, 6183.Smp_180320.2			
OG0003829	6183.Smp_159910.1	NP_496416.1	AAF57554.1	
OG0003830	6183.Smp_159940.1	NP_497831.1	AAF48258.2	
OG0003831	6183.Smp_160260.1	NP_504519.1	NP_610314.1	
OG0003832	6183.Smp_160330.1		AAF58946.1, NP_609776.1	
OG0003833	6183.Smp_160460.1	NP_505769.2	AAF54383.2	
OG0003834	6183.Smp_160550.1, 6183.Smp_160560.1, 6183.Smp_172830.1			
OG0003835	6183.Smp_160600.1	NP_493796.2	AAF51946.1	
OG0003836	6183.Smp_160620.1	NP_510291.1	AAF55088.2	
OG0003837	6183.Smp_160860.2.1	NP_504711.2	AAF51496.1	
OG0003838	6183.Smp_161010.1	NP_496576.2, NP_496579.3		
OG0003839	6183.Smp_161110.1	NP_491513.2	AAF50366.2	
OG0003840	6183.Smp_161130.1	NP_499883.1	AAF53099.1	
OG0003841	6183.Smp_161140.1	NP_497824.1	NP_476713.1	
OG0003842	6183.Smp_161290.1	NP_506625.2	AAF56759.1	
OG0003843	6183.Smp_161580.1	NP_497832.2	AAF48770.1	
OG0003844	6183.Smp_161670.1		AAF47858.3, AAF47865.2	
OG0003845	6183.Smp_161680.1	NP_500304.3	NP_609189.2	
OG0003846	6183.Smp_161730.1	NP_498648.1	NP_611535.1	
OG0003847	6183.Smp_161750.1	NP_502198.1	AAF45428.1	
OG0003848	6183.Smp_161960.1	NP_506378.1	AAF56226.1	
OG0003849	6183.Smp_162080.1	NP_498631.2	AAF53988.2	
OG0003850	6183.Smp_162140.1	NP_510720.1	XP_082268.1	
OG0003851	6183.Smp_162280.1		NP_524777.1	NP_010329.1
OG0003852	6183.Smp_162600.1	NP_494782.1		NP_012426.1
OG0003853	6183.Smp_162620.1	NP_491242.2	AAF50022.2	
OG0003854	6183.Smp_162780.1	NP_504501.2	NP_524466.1	
OG0003855	6183.Smp_162900.1	NP_502418.1	AAF58423.5	
OG0003856	6183.Smp_163040.1	NP_496534.1	NP_608362.2	
OG0003857	6183.Smp_163110.1	NP_500004.2	AAF51814.1	
OG0003858	6183.Smp_163220.1	NP_495226.1	AAF54727.1	
OG0003859	6183.Smp_163250.1	NP_506047.5	AAF51483.2	
OG0003860	6183.Smp_163260.1	NP_496193.1	NP_570023.1	
OG0003861	6183.Smp_163290.1		AAF48196.3	NP_009962.2
OG0003862	6183.Smp_163330.1		AAF54328.2	NP_013832.1
OG0003863	6183.Smp_163460.1	NP_493355.1	NP_609443.1	
OG0003864	6183.Smp_163510.1	NP_506650.1	AAF46597.3	
OG0003865	6183.Smp_163560.1	NP_505210.2	AAF51962.2	
OG0003866	6183.Smp_163570.1	NP_504753.3	AAF59036.2	
OG0003867	6183.Smp_163780.1	NP_504039.5	AAF51739.2	
OG0003868	6183.Smp_163810.1	NP_509204.3	NP_524006.1	
OG0003869	6183.Smp_163820.1		AAF48605.1, AAF48606.2	
OG0003870	6183.Smp_163880.1	NP_504839.1	NP_572649.1	
OG0003871	6183.Smp_164030.1	NP_509853.2	AAF46508.2	
OG0003872	6183.Smp_164050.1	NP_505761.1	AAF51994.4	
OG0003873	6183.Smp_164220.1	NP_496060.1	AAF54886.2	
OG0003874	6183.Smp_164660.1	NP_495779.1	NP_476886.1	
OG0003875	6183.Smp_164800.1	NP_499878.3	AAF51652.1	
OG0003876	6183.Smp_164960.1	NP_496462.2	T13950	
OG0003877	6183.Smp_165020.1	NP_508439.2	AAF51639.2	
OG0003878	6183.Smp_165620.1	NP_492221.2	AAF53638.2	
OG0003879	6183.Smp_165640.1	NP_501684.1	AAF58646.3	
OG0003880	6183.Smp_165700.2	NP_496709.1	NP_523736.1	
OG0003881	6183.Smp_165750.1	NP_508168.1	AAF57668.1	
OG0003882	6183.Smp_165830.1	NP_502782.2	NP_523537.1	
OG0003883	6183.Smp_165930.1	NP_498913.2	AAF50830.2	
OG0003884	6183.Smp_165960.1	NP_500030.1	NP_611842.1	
OG0003885	6183.Smp_166040.1	NP_506192.1	AAF48069.1	
OG0003886	6183.Smp_166120.1	NP_494847.2		NP_014020.1
OG0003887	6183.Smp_166200.1, 6183.Smp_171750.1		Q9V407.1	
OG0003888	6183.Smp_166370.1	NP_499628.1	AAF49482.1	
OG0003889	6183.Smp_166410.1	NP_509645.1	AAF49103.2	
OG0003890	6183.Smp_166420.1	NP_491494.2	AAF53241.3	
OG0003891	6183.Smp_166550.1		NP_611790.1	NP_011597.1
OG0003892	6183.Smp_166560.1	NP_500424.3	NP_476850.1	
OG0003893	6183.Smp_166910.1	NP_507621.1	AAF56324.1	
OG0003894	6183.Smp_166930.1	NP_502791.1	AAF54194.1	
OG0003895	6183.Smp_167200.1	NP_496210.2	AAF55289.2	
OG0003896	6183.Smp_167230.1	NP_502813.1	NP_608348.1	
OG0003897	6183.Smp_167310.1		AAF57138.2	NP_009540.2
OG0003898	6183.Smp_167400.1	NP_494798.4	NP_476650.1	
OG0003899	6183.Smp_167540.1	NP_491126.1	AAF58141.2	
OG0003900	6183.Smp_167590.1	NP_497100.1	NP_608393.1	
OG0003901	6183.Smp_167650.1	NP_498172.3	AAF55465.1	
OG0003902	6183.Smp_167880.1	NP_498307.1	AAF45674.1	
OG0003903	6183.Smp_167950.1	NP_503392.3	AAF50661.3	
OG0003904	6183.Smp_168130.1	NP_492478.2	AAF47787.1	
OG0003905	6183.Smp_168160.1		AAF50078.1	NP_012570.3
OG0003906	6183.Smp_168340.1	NP_498592.1	AAF45822.1	
OG0003907	6183.Smp_168600.1	NP_492530.1	NP_476748.1	
OG0003908	6183.Smp_168610.1	NP_492622.1	AAF45913.3	
OG0003909	6183.Smp_168620.1	NP_491837.2	AAF46206.1	
OG0003910	6183.Smp_168760.1	NP_495754.3	AAF53874.1	
OG0003911	6183.Smp_168890.1	NP_492041.1	NP_609148.1	
OG0003912	6183.Smp_169040.1	NP_497483.2	AAF49181.1	
OG0003913	6183.Smp_169140.1	NP_492440.1	NP_572495.1	
OG0003914	6183.Smp_169210.1		AAF47965.1, AAF47966.2	
OG0003915	6183.Smp_169280.1	NP_503137.1	NP_611302.1	
OG0003916	6183.Smp_169320.1	NP_497260.1	XP_080644.1	
OG0003917	6183.Smp_169520.1	NP_490864.2	AAF45399.1	
OG0003918	6183.Smp_169540.1	NP_495960.2	AAF58117.1	
OG0003919	6183.Smp_169690.1	NP_499771.1	NP_609037.1	
OG0003920	6183.Smp_169740.1	NP_501503.1	AAF54229.2	
OG0003921	6183.Smp_169750.1	NP_498761.2	NP_524453.1	
OG0003922	6183.Smp_170100.1	NP_492347.2		NP_010620.3
OG0003923	6183.Smp_170250.1	NP_492341.1	AAF54074.3	
OG0003924	6183.Smp_170350.1	NP_509020.2	AAF46469.1	
OG0003925	6183.Smp_170400.1	NP_492553.1	AAF52909.2	
OG0003926	6183.Smp_170440.1	NP_499083.2	AAF49357.1	
OG0003927	6183.Smp_170510.1	NP_507244.1	NP_609389.1	
OG0003928	6183.Smp_170550.1	NP_492981.2, NP_492982.2		
OG0003929	6183.Smp_171070.1	NP_496363.1		NP_011794.3
OG0003930	6183.Smp_171610.1		AAF55450.1	NP_010256.2
OG0003931	6183.Smp_171630.1	NP_497007.1	NP_608835.1	
OG0003932	6183.Smp_171660.1	NP_496760.1		NP_011041.3
OG0003933	6183.Smp_171870.1	NP_498960.2	AAF47135.2	
OG0003934	6183.Smp_171900.1	NP_492007.1	NP_608909.1	
OG0003935	6183.Smp_172030.1	NP_491962.1	NP_524220.1	
OG0003936	6183.Smp_172060.1	NP_502180.1	NP_477231.1	
OG0003937	6183.Smp_172190.1		NP_609205.1	NP_009876.1
OG0003938	6183.Smp_172220.1	NP_493945.1	AAF55370.1	
OG0003939	6183.Smp_172240.1	NP_501073.1	AAB97094.1	
OG0003940	6183.Smp_172390.1	NP_504548.1	NP_524389.1	
OG0003941	6183.Smp_172400.1	NP_510529.1	AAF50011.1	
OG0003942	6183.Smp_172540.1		AAF51288.2	NP_009446.2
OG0003943	6183.Smp_172850.1	NP_496216.1	NP_569870.1	
OG0003944	6183.Smp_173050.2		NP_476684.1	NP_012071.1
OG0003945	6183.Smp_173080.1	NP_492693.1	NP_609548.1	
OG0003946	6183.Smp_173090.1	NP_493483.1	Q05201.1	
OG0003947	6183.Smp_173320.1	NP_495990.1	AAF59188.2	
OG0003948	6183.Smp_173390.1	NP_498949.2	AAF48924.1	
OG0003949	6183.Smp_173550.1	NP_493408.1	AAF48246.1	
OG0003950	6183.Smp_173800.1	NP_493201.3	AAF47828.1	
OG0003951	6183.Smp_174010.1	NP_496458.3	AAF48113.1	
OG0003952	6183.Smp_174210.1	NP_500063.1	AAF48446.1	
OG0003953	6183.Smp_174310.1	NP_491390.2	AAF51018.3	
OG0003954	6183.Smp_174410.1	NP_509879.2	AAF51595.2	
OG0003955	6183.Smp_174580.1	NP_508151.1	AAF56250.1	
OG0003956	6183.Smp_174620.1	NP_492455.1	NP_611541.1	
OG0003957	6183.Smp_174640.1	NP_497197.1	NP_523357.2	
OG0003958	6183.Smp_174980.1	NP_491114.2	NP_523870.2	
OG0003959	6183.Smp_174990.1	NP_498267.3	AAF48729.1	
OG0003960	6183.Smp_175110.1, 6183.Smp_180570.1, 6183.Smp_197600.1			
OG0003961	6183.Smp_175340.1	NP_509318.1	Q9VAC5.2	
OG0003962	6183.Smp_175430.1	NP_502299.1	AAD33592.1	
OG0003963	6183.Smp_175460.1	NP_498508.1	AAF48525.2	
OG0003964	6183.Smp_175530.1, 6183.Smp_175540.1		AAF50798.1	
OG0003965	6183.Smp_175610.1	NP_491127.1	AAF50750.1	
OG0003966	6183.Smp_175660.1	NP_500267.1	NP_612062.1	
OG0003967	6183.Smp_175760.1	NP_492222.2	AAF58971.2	
OG0003968	6183.Smp_175810.1	NP_497138.1	NP_524318.1	
OG0003969	6183.Smp_176040.1	NP_495422.1	AAF50597.1	
OG0003970	6183.Smp_176230.1	NP_492785.1	NP_477385.1	
OG0003971	6183.Smp_176360.1	NP_509576.1	AAF57933.1	
OG0003972	6183.Smp_176370.1	NP_510485.2	AAF51416.2	
OG0003973	6183.Smp_176430.2	NP_506293.1	AAF57673.3	
OG0003974	6183.Smp_176510.1	NP_497459.3	AAF55193.5	
OG0003975	6183.Smp_176550.1		AAF52124.1	NP_013340.1
OG0003976	6183.Smp_176620.1	NP_495617.1	Q9VPC0.1	
OG0003977	6183.Smp_176720.1	NP_503066.1	AAF47590.1	
OG0003978	6183.Smp_176760.1	NP_493569.1	Q9VHB6.1	
OG0003979	6183.Smp_176840.1	NP_504952.1	AAF53138.2	
OG0003980	6183.Smp_176990.1	NP_501034.1	NP_525047.1	
OG0003981	6183.Smp_177060.1	NP_491382.2	AAF56900.1	
